Match Id,Match,Bowling_team,Bowler_name,Overs,Maiden,Runs,Wickets,Economy,0s,4s,6s,Wides,NoBalls
T20I # 2722,Afghanistan vs Bangladesh-52Nd-Match-Super-Eights-Group-1-1415752,Bangladesh,Rashid Khan,4,0,23,4,5.75,9,2,0,1,0
T20I # 2722,Afghanistan vs Bangladesh-52Nd-Match-Super-Eights-Group-1-1415752,Bangladesh,Noor Ahmad,4,0,13,0,3.25,18,2,0,0,0
T20I # 2722,Afghanistan vs Bangladesh-52Nd-Match-Super-Eights-Group-1-1415752,Bangladesh,Gulbadin Naib,2,0,5,1,2.5,7,0,0,0,0
T20I # 2721,Australia vs India-51St-Match-Super-Eights-Group-1-1415751,India,Mitchell Starc,4,0,45,2,11.25,12,4,4,1,0
T20I # 2721,Australia vs India-51St-Match-Super-Eights-Group-1-1415751,India,Josh Hazlewood,4,0,14,1,3.5,13,1,0,0,0
T20I # 2721,Australia vs India-51St-Match-Super-Eights-Group-1-1415751,India,Pat Cummins,4,0,48,0,12,5,4,3,0,0
T20I # 2721,Australia vs India-51St-Match-Super-Eights-Group-1-1415751,India,Adam Zampa,4,0,41,0,10.25,2,1,3,0,0
T20I # 2721,Australia vs India-51St-Match-Super-Eights-Group-1-1415751,India,Marcus Stoinis,4,0,56,2,14,6,4,5,1,0
T20I # 2721,Australia vs India-51St-Match-Super-Eights-Group-1-1415751,Australia,Arshdeep Singh,4,0,37,3,9.25,12,4,2,2,0
T20I # 2721,Australia vs India-51St-Match-Super-Eights-Group-1-1415751,Australia,Jasprit Bumrah,4,0,29,1,7.25,11,3,1,0,0
T20I # 2721,Australia vs India-51St-Match-Super-Eights-Group-1-1415751,Australia,Axar Patel,3,0,21,1,7,9,2,1,0,0
T20I # 2721,Australia vs India-51St-Match-Super-Eights-Group-1-1415751,Australia,Hardik Pandya,4,0,47,0,11.75,8,4,3,1,0
T20I # 2721,Australia vs India-51St-Match-Super-Eights-Group-1-1415751,Australia,Kuldeep Yadav,4,0,24,2,6,9,1,1,0,0
T20I # 2721,Australia vs India-51St-Match-Super-Eights-Group-1-1415751,Australia,Ravindra Jadeja,1,0,17,0,17,0,2,1,0,0
T20I # 2720,West-Indies vs South-Africa-50Th-Match-Super-Eights-Group-2-1415750,West Indies,Marco Jansen,2,0,17,1,8.5,6,2,0,4,0
T20I # 2720,West-Indies vs South-Africa-50Th-Match-Super-Eights-Group-2-1415750,West Indies,Aiden Markram,4,0,28,1,7,11,1,2,2,0
T20I # 2720,West-Indies vs South-Africa-50Th-Match-Super-Eights-Group-2-1415750,West Indies,Keshav Maharaj,4,0,24,1,6,10,1,1,0,0
T20I # 2720,West-Indies vs South-Africa-50Th-Match-Super-Eights-Group-2-1415750,West Indies,Anrich Nortje,4,0,26,0,6.5,13,1,2,2,0
T20I # 2720,West-Indies vs South-Africa-50Th-Match-Super-Eights-Group-2-1415750,West Indies,Tabraiz Shamsi,4,0,27,3,6.75,11,3,1,0,0
T20I # 2720,West-Indies vs South-Africa-50Th-Match-Super-Eights-Group-2-1415750,West Indies,Kagiso Rabada,2,0,11,1,5.5,7,0,1,0,0
T20I # 2720,West-Indies vs South-Africa-50Th-Match-Super-Eights-Group-2-1415750,South Africa,Akeal Hosein,3,0,31,0,10.33,6,6,0,0,0
T20I # 2720,West-Indies vs South-Africa-50Th-Match-Super-Eights-Group-2-1415750,South Africa,Andre Russell,4,0,19,2,4.75,13,2,0,1,0
T20I # 2720,West-Indies vs South-Africa-50Th-Match-Super-Eights-Group-2-1415750,South Africa,Alzarri Joseph,4,0,25,2,6.25,9,1,0,1,0
T20I # 2720,West-Indies vs South-Africa-50Th-Match-Super-Eights-Group-2-1415750,South Africa,Gudakesh Motie,1,0,20,0,20,0,3,1,0,0
T20I # 2720,West-Indies vs South-Africa-50Th-Match-Super-Eights-Group-2-1415750,South Africa,Obed McCoy,1.1,0,15,0,12.85,3,1,1,3,0
T20I # 2720,West-Indies vs South-Africa-50Th-Match-Super-Eights-Group-2-1415750,South Africa,Roston Chase,3,0,12,3,4,10,1,0,0,0
T20I # 2719,England vs United-States-Of-America-49Th-Match-Super-Eights-Group-2-1415749,United States of America,Reece Topley,3,0,29,1,9.66,8,2,2,0,0
T20I # 2719,England vs United-States-Of-America-49Th-Match-Super-Eights-Group-2-1415749,United States of America,Jofra Archer,3,0,16,0,5.33,12,1,1,0,0
T20I # 2719,England vs United-States-Of-America-49Th-Match-Super-Eights-Group-2-1415749,United States of America,Sam Curran,2,0,23,2,11.5,4,3,1,0,0
T20I # 2719,England vs United-States-Of-America-49Th-Match-Super-Eights-Group-2-1415749,United States of America,Adil Rashid,4,0,13,2,3.25,13,0,0,1,0
T20I # 2719,England vs United-States-Of-America-49Th-Match-Super-Eights-Group-2-1415749,United States of America,Liam Livingstone,4,0,24,1,6,10,1,1,0,0
T20I # 2719,England vs United-States-Of-America-49Th-Match-Super-Eights-Group-2-1415749,United States of America,Chris Jordan,2.5,0,10,4,3.52,8,0,0,0,0
T20I # 2719,England vs United-States-Of-America-49Th-Match-Super-Eights-Group-2-1415749,England,Saurabh Netravalkar,2,0,21,0,10.5,5,1,2,0,0
T20I # 2719,England vs United-States-Of-America-49Th-Match-Super-Eights-Group-2-1415749,England,Harmeet Singh,2,0,36,0,18,3,0,5,2,0
T20I # 2719,England vs United-States-Of-America-49Th-Match-Super-Eights-Group-2-1415749,England,Nosthush Kenjige,2,0,19,0,9.5,3,3,0,0,0
T20I # 2719,England vs United-States-Of-America-49Th-Match-Super-Eights-Group-2-1415749,England,Ali Khan,2,0,26,0,13,2,2,0,2,0
T20I # 2719,England vs United-States-Of-America-49Th-Match-Super-Eights-Group-2-1415749,England,Shadley van Schalkwyk,1.4,0,15,0,9,2,2,0,0,1
T20I # 2717,Afghanistan vs Australia-48Th-Match-Super-Eights-Group-1-1415748,Afghanistan,Ashton Agar,4,1,17,0,4.25,15,1,0,0,0
T20I # 2717,Afghanistan vs Australia-48Th-Match-Super-Eights-Group-1-1415748,Afghanistan,Josh Hazlewood,4,0,39,0,9.75,10,4,2,1,0
T20I # 2717,Afghanistan vs Australia-48Th-Match-Super-Eights-Group-1-1415748,Afghanistan,Pat Cummins,4,0,28,3,7,13,3,1,1,0
T20I # 2717,Afghanistan vs Australia-48Th-Match-Super-Eights-Group-1-1415748,Afghanistan,Adam Zampa,4,0,28,2,7,9,2,1,1,0
T20I # 2717,Afghanistan vs Australia-48Th-Match-Super-Eights-Group-1-1415748,Afghanistan,Glenn Maxwell,2,0,12,0,6,5,1,0,1,0
T20I # 2717,Afghanistan vs Australia-48Th-Match-Super-Eights-Group-1-1415748,Afghanistan,Marcus Stoinis,2,0,19,1,9.5,4,1,1,0,0
T20I # 2717,Afghanistan vs Australia-48Th-Match-Super-Eights-Group-1-1415748,Australia,Naveen-ul-Haq,4,0,20,3,5,12,2,0,0,0
T20I # 2717,Afghanistan vs Australia-48Th-Match-Super-Eights-Group-1-1415748,Australia,Fazalhaq Farooqi,3,0,21,0,7,8,2,0,0,1
T20I # 2717,Afghanistan vs Australia-48Th-Match-Super-Eights-Group-1-1415748,Australia,Azmatullah Omarzai,1.2,0,10,1,7.5,5,2,0,0,0
T20I # 2717,Afghanistan vs Australia-48Th-Match-Super-Eights-Group-1-1415748,Australia,Mohammad Nabi,1,0,1,1,1,5,0,0,0,0
T20I # 2717,Afghanistan vs Australia-48Th-Match-Super-Eights-Group-1-1415748,Australia,Nangeyalia Kharote,1,0,13,0,13,1,1,1,0,0
T20I # 2717,Afghanistan vs Australia-48Th-Match-Super-Eights-Group-1-1415748,Australia,Rashid Khan,4,0,23,1,5.75,11,1,1,2,0
T20I # 2717,Afghanistan vs Australia-48Th-Match-Super-Eights-Group-1-1415748,Australia,Noor Ahmad,1,0,11,0,11,3,1,0,1,0
T20I # 2717,Afghanistan vs Australia-48Th-Match-Super-Eights-Group-1-1415748,Australia,Gulbadin Naib,4,0,20,4,5,13,1,1,0,0
T20I # 2716,Bangladesh vs India-47Th-Match-Super-Eights-Group-1-1415747,India,Mahedi Hasan,4,0,28,0,7,9,2,1,0,0
T20I # 2716,Bangladesh vs India-47Th-Match-Super-Eights-Group-1-1415747,India,Shakib Al Hasan,3,0,37,1,12.33,5,2,3,1,0
T20I # 2716,Bangladesh vs India-47Th-Match-Super-Eights-Group-1-1415747,India,Tanzim Hasan Sakib,4,0,32,2,8,11,1,3,1,0
T20I # 2716,Bangladesh vs India-47Th-Match-Super-Eights-Group-1-1415747,India,Mustafizur Rahman,4,0,48,0,12,6,5,2,1,1
T20I # 2716,Bangladesh vs India-47Th-Match-Super-Eights-Group-1-1415747,India,Rishad Hossain,3,0,43,2,14.33,4,2,4,2,0
T20I # 2716,Bangladesh vs India-47Th-Match-Super-Eights-Group-1-1415747,India,Mahmudullah,2,0,8,0,4,5,0,0,1,0
T20I # 2716,Bangladesh vs India-47Th-Match-Super-Eights-Group-1-1415747,Bangladesh,Arshdeep Singh,4,0,30,2,7.5,12,4,1,1,0
T20I # 2716,Bangladesh vs India-47Th-Match-Super-Eights-Group-1-1415747,Bangladesh,Jasprit Bumrah,4,0,13,2,3.25,15,1,0,0,0
T20I # 2716,Bangladesh vs India-47Th-Match-Super-Eights-Group-1-1415747,Bangladesh,Axar Patel,2,0,26,0,13,2,2,2,0,0
T20I # 2716,Bangladesh vs India-47Th-Match-Super-Eights-Group-1-1415747,Bangladesh,Hardik Pandya,3,0,32,1,10.66,6,1,3,2,0
T20I # 2716,Bangladesh vs India-47Th-Match-Super-Eights-Group-1-1415747,Bangladesh,Ravindra Jadeja,3,0,24,0,8,5,2,1,0,0
T20I # 2716,Bangladesh vs India-47Th-Match-Super-Eights-Group-1-1415747,Bangladesh,Kuldeep Yadav,4,0,19,3,4.75,11,0,1,0,0
T20I # 2713,West-Indies vs United-States-Of-America-46Th-Match-Super-Eights-Group-2-1415746,United States of America,Akeal Hosein,3,0,13,0,4.33,8,1,0,0,0
T20I # 2713,West-Indies vs United-States-Of-America-46Th-Match-Super-Eights-Group-2-1415746,United States of America,Andre Russell,3.5,0,31,3,8.08,13,3,1,3,0
T20I # 2713,West-Indies vs United-States-Of-America-46Th-Match-Super-Eights-Group-2-1415746,United States of America,Obed McCoy,2,0,20,0,10,4,3,0,1,0
T20I # 2713,West-Indies vs United-States-Of-America-46Th-Match-Super-Eights-Group-2-1415746,United States of America,Alzarri Joseph,4,0,31,2,7.75,9,1,2,1,1
T20I # 2713,West-Indies vs United-States-Of-America-46Th-Match-Super-Eights-Group-2-1415746,United States of America,Gudakesh Motie,3,0,14,1,4.66,9,1,0,0,0
T20I # 2713,West-Indies vs United-States-Of-America-46Th-Match-Super-Eights-Group-2-1415746,United States of America,Roston Chase,4,0,19,3,4.75,9,1,0,1,0
T20I # 2713,West-Indies vs United-States-Of-America-46Th-Match-Super-Eights-Group-2-1415746,West Indies,Saurabh Netravalkar,2.5,0,31,0,10.94,7,2,3,0,0
T20I # 2713,West-Indies vs United-States-Of-America-46Th-Match-Super-Eights-Group-2-1415746,West Indies,Nosthush Kenjige,1,0,11,0,11,1,0,1,0,0
T20I # 2713,West-Indies vs United-States-Of-America-46Th-Match-Super-Eights-Group-2-1415746,West Indies,Ali Khan,2,0,18,0,9,5,1,1,2,0
T20I # 2713,West-Indies vs United-States-Of-America-46Th-Match-Super-Eights-Group-2-1415746,West Indies,Harmeet Singh,2,0,18,1,9,4,1,1,0,0
T20I # 2713,West-Indies vs United-States-Of-America-46Th-Match-Super-Eights-Group-2-1415746,West Indies,Shadley van Schalkwyk,2,0,29,0,14.5,3,3,2,1,0
T20I # 2713,West-Indies vs United-States-Of-America-46Th-Match-Super-Eights-Group-2-1415746,West Indies,Milind Kumar,1,0,22,0,22,1,0,3,1,0
T20I # 2712,England vs South-Africa-45Th-Match-Super-Eights-Group-2-1415745,South Africa,Reece Topley,4,0,23,0,5.75,8,1,0,2,0
T20I # 2712,England vs South-Africa-45Th-Match-Super-Eights-Group-2-1415745,South Africa,Moeen Ali,3,0,25,1,8.33,6,2,1,0,0
T20I # 2712,England vs South-Africa-45Th-Match-Super-Eights-Group-2-1415745,South Africa,Jofra Archer,4,0,40,3,10,10,3,3,1,0
T20I # 2712,England vs South-Africa-45Th-Match-Super-Eights-Group-2-1415745,South Africa,Sam Curran,3,0,29,0,9.66,7,1,2,1,0
T20I # 2712,England vs South-Africa-45Th-Match-Super-Eights-Group-2-1415745,South Africa,Adil Rashid,4,0,20,1,5,9,1,0,0,0
T20I # 2712,England vs South-Africa-45Th-Match-Super-Eights-Group-2-1415745,South Africa,Mark Wood,2,0,22,0,11,4,4,0,2,0
T20I # 2712,England vs South-Africa-45Th-Match-Super-Eights-Group-2-1415745,England,Marco Jansen,4,0,31,0,7.75,9,2,1,0,1
T20I # 2712,England vs South-Africa-45Th-Match-Super-Eights-Group-2-1415745,England,Kagiso Rabada,4,0,32,2,8,9,3,1,2,0
T20I # 2712,England vs South-Africa-45Th-Match-Super-Eights-Group-2-1415745,England,Keshav Maharaj,4,0,25,2,6.25,9,2,0,0,0
T20I # 2712,England vs South-Africa-45Th-Match-Super-Eights-Group-2-1415745,England,Ottneil Baartman,3,0,27,1,9,7,3,1,0,0
T20I # 2712,England vs South-Africa-45Th-Match-Super-Eights-Group-2-1415745,England,Anrich Nortje,4,0,35,1,8.75,4,4,0,1,0
T20I # 2712,England vs South-Africa-45Th-Match-Super-Eights-Group-2-1415745,England,Aiden Markram,1,0,4,0,4,2,0,0,0,0
T20I # 2711,Australia vs Bangladesh-44Th-Match-Super-Eights-Group-1-1415744,Bangladesh,Mitchell Starc,4,0,21,1,5.25,15,3,0,2,0
T20I # 2711,Australia vs Bangladesh-44Th-Match-Super-Eights-Group-1-1415744,Bangladesh,Josh Hazlewood,4,1,25,0,6.25,12,1,1,1,0
T20I # 2711,Australia vs Bangladesh-44Th-Match-Super-Eights-Group-1-1415744,Bangladesh,Pat Cummins,4,0,29,3,7.25,8,1,0,3,0
T20I # 2711,Australia vs Bangladesh-44Th-Match-Super-Eights-Group-1-1415744,Bangladesh,Adam Zampa,4,0,24,2,6,10,3,0,0,0
T20I # 2711,Australia vs Bangladesh-44Th-Match-Super-Eights-Group-1-1415744,Bangladesh,Marcus Stoinis,2,0,24,1,12,3,1,2,1,0
T20I # 2711,Australia vs Bangladesh-44Th-Match-Super-Eights-Group-1-1415744,Bangladesh,Glenn Maxwell,2,0,14,1,7,3,1,0,0,0
T20I # 2711,Australia vs Bangladesh-44Th-Match-Super-Eights-Group-1-1415744,Australia,Mahedi Hasan,4,0,22,0,5.5,15,1,2,0,0
T20I # 2711,Australia vs Bangladesh-44Th-Match-Super-Eights-Group-1-1415744,Australia,Tanzim Hasan Sakib,1,0,9,0,9,2,1,0,0,0
T20I # 2711,Australia vs Bangladesh-44Th-Match-Super-Eights-Group-1-1415744,Australia,Taskin Ahmed,1.2,0,22,0,16.5,2,2,2,0,0
T20I # 2711,Australia vs Bangladesh-44Th-Match-Super-Eights-Group-1-1415744,Australia,Mustafizur Rahman,2,0,23,0,11.5,3,3,1,0,0
T20I # 2711,Australia vs Bangladesh-44Th-Match-Super-Eights-Group-1-1415744,Australia,Rishad Hossain,3,0,23,2,7.66,7,2,1,0,0
T20I # 2710,Afghanistan vs India-43Rd-Match-Super-Eights-Group-1-1415743,India,Fazalhaq Farooqi,4,0,33,3,8.25,12,4,1,2,0
T20I # 2710,Afghanistan vs India-43Rd-Match-Super-Eights-Group-1-1415743,India,Mohammad Nabi,3,0,24,0,8,7,3,0,0,0
T20I # 2710,Afghanistan vs India-43Rd-Match-Super-Eights-Group-1-1415743,India,Naveen-ul-Haq,4,0,40,1,10,9,3,2,3,0
T20I # 2710,Afghanistan vs India-43Rd-Match-Super-Eights-Group-1-1415743,India,Rashid Khan,4,0,26,3,6.5,13,3,1,0,0
T20I # 2710,Afghanistan vs India-43Rd-Match-Super-Eights-Group-1-1415743,India,Noor Ahmad,3,0,30,0,10,4,1,2,1,0
T20I # 2710,Afghanistan vs India-43Rd-Match-Super-Eights-Group-1-1415743,India,Azmatullah Omarzai,2,0,23,0,11.5,3,2,1,1,0
T20I # 2710,Afghanistan vs India-43Rd-Match-Super-Eights-Group-1-1415743,Afghanistan,Arshdeep Singh,4,0,36,3,9,12,3,2,5,0
T20I # 2710,Afghanistan vs India-43Rd-Match-Super-Eights-Group-1-1415743,Afghanistan,Jasprit Bumrah,4,1,7,3,1.75,20,1,0,0,0
T20I # 2710,Afghanistan vs India-43Rd-Match-Super-Eights-Group-1-1415743,Afghanistan,Axar Patel,3,1,15,1,5,11,0,1,0,0
T20I # 2710,Afghanistan vs India-43Rd-Match-Super-Eights-Group-1-1415743,Afghanistan,Hardik Pandya,2,0,13,0,6.5,8,1,1,1,0
T20I # 2710,Afghanistan vs India-43Rd-Match-Super-Eights-Group-1-1415743,Afghanistan,Kuldeep Yadav,4,0,32,2,8,11,2,2,1,1
T20I # 2710,Afghanistan vs India-43Rd-Match-Super-Eights-Group-1-1415743,Afghanistan,Ravindra Jadeja,3,0,20,1,6.66,4,0,1,0,0
T20I # 2709,West-Indies vs England-42Nd-Match-Super-Eights-Group-2-1415742,West Indies,Reece Topley,3,0,26,0,8.66,8,2,1,4,0
T20I # 2709,West-Indies vs England-42Nd-Match-Super-Eights-Group-2-1415742,West Indies,Mark Wood,3,0,36,0,12,7,3,2,4,0
T20I # 2709,West-Indies vs England-42Nd-Match-Super-Eights-Group-2-1415742,West Indies,Jofra Archer,4,0,34,1,8.5,12,5,1,1,0
T20I # 2709,West-Indies vs England-42Nd-Match-Super-Eights-Group-2-1415742,West Indies,Sam Curran,3,0,25,0,8.33,9,3,1,0,0
T20I # 2709,West-Indies vs England-42Nd-Match-Super-Eights-Group-2-1415742,West Indies,Adil Rashid,4,0,21,1,5.25,10,0,1,1,0
T20I # 2709,West-Indies vs England-42Nd-Match-Super-Eights-Group-2-1415742,West Indies,Moeen Ali,2,0,15,1,7.5,3,0,1,0,0
T20I # 2709,West-Indies vs England-42Nd-Match-Super-Eights-Group-2-1415742,West Indies,Liam Livingstone,1,0,20,1,20,2,0,3,0,0
T20I # 2709,West-Indies vs England-42Nd-Match-Super-Eights-Group-2-1415742,England,Akeal Hosein,4,0,35,0,8.75,9,4,1,1,0
T20I # 2709,West-Indies vs England-42Nd-Match-Super-Eights-Group-2-1415742,England,Romario Shepherd,2,0,41,0,20.5,2,5,3,1,0
T20I # 2709,West-Indies vs England-42Nd-Match-Super-Eights-Group-2-1415742,England,Andre Russell,2,0,21,1,10.5,2,0,1,2,0
T20I # 2709,West-Indies vs England-42Nd-Match-Super-Eights-Group-2-1415742,England,Alzarri Joseph,2.3,0,32,0,12.8,2,2,2,0,0
T20I # 2709,West-Indies vs England-42Nd-Match-Super-Eights-Group-2-1415742,England,Gudakesh Motie,4,0,32,0,8,8,4,0,0,0
T20I # 2709,West-Indies vs England-42Nd-Match-Super-Eights-Group-2-1415742,England,Roston Chase,3,0,19,1,6.33,6,1,0,2,0
T20I # 2708,South-Africa vs United-States-Of-America-41St-Match-Super-Eights-Group-2-1415741,South Africa,Saurabh Netravalkar,4,0,21,2,5.25,12,2,0,0,0
T20I # 2708,South-Africa vs United-States-Of-America-41St-Match-Super-Eights-Group-2-1415741,South Africa,Ali Khan,4,0,45,0,11.25,7,1,4,2,0
T20I # 2708,South-Africa vs United-States-Of-America-41St-Match-Super-Eights-Group-2-1415741,South Africa,Jasdeep Singh,2,0,36,0,18,2,2,3,2,1
T20I # 2708,South-Africa vs United-States-Of-America-41St-Match-Super-Eights-Group-2-1415741,South Africa,Nosthush Kenjige,3,0,29,0,9.66,2,2,1,0,0
T20I # 2708,South-Africa vs United-States-Of-America-41St-Match-Super-Eights-Group-2-1415741,South Africa,Harmeet Singh,4,0,24,2,6,8,2,0,0,1
T20I # 2708,South-Africa vs United-States-Of-America-41St-Match-Super-Eights-Group-2-1415741,South Africa,Steven Taylor,2,0,21,0,10.5,3,2,1,0,0
T20I # 2708,South-Africa vs United-States-Of-America-41St-Match-Super-Eights-Group-2-1415741,South Africa,Corey Anderson,1,0,17,0,17,0,2,1,0,0
T20I # 2708,South-Africa vs United-States-Of-America-41St-Match-Super-Eights-Group-2-1415741,United States of America,Marco Jansen,3,0,32,0,10.66,9,3,2,2,0
T20I # 2708,South-Africa vs United-States-Of-America-41St-Match-Super-Eights-Group-2-1415741,United States of America,Aiden Markram,1,0,13,0,13,2,1,1,0,0
T20I # 2708,South-Africa vs United-States-Of-America-41St-Match-Super-Eights-Group-2-1415741,United States of America,Kagiso Rabada,4,0,18,3,4.5,14,2,0,1,1
T20I # 2708,South-Africa vs United-States-Of-America-41St-Match-Super-Eights-Group-2-1415741,United States of America,Keshav Maharaj,4,0,24,1,6,7,0,1,0,0
T20I # 2708,South-Africa vs United-States-Of-America-41St-Match-Super-Eights-Group-2-1415741,United States of America,Anrich Nortje,4,0,37,1,9.25,10,2,3,1,0
T20I # 2708,South-Africa vs United-States-Of-America-41St-Match-Super-Eights-Group-2-1415741,United States of America,Tabraiz Shamsi,4,0,50,1,12.5,5,3,4,2,0
T20I # 2703,West-Indies vs Afghanistan-40Th-Match-Group-C-1415740,West Indies,Fazalhaq Farooqi,3,0,38,0,12.66,4,5,1,1,1
T20I # 2703,West-Indies vs Afghanistan-40Th-Match-Group-C-1415740,West Indies,Azmatullah Omarzai,2,0,41,1,20.5,5,4,3,1,1
T20I # 2703,West-Indies vs Afghanistan-40Th-Match-Group-C-1415740,West Indies,Rashid Khan,4,0,45,0,11.25,5,3,3,1,0
T20I # 2703,West-Indies vs Afghanistan-40Th-Match-Group-C-1415740,West Indies,Naveen-ul-Haq,4,0,41,1,10.25,10,4,2,2,0
T20I # 2703,West-Indies vs Afghanistan-40Th-Match-Group-C-1415740,West Indies,Noor Ahmad,4,0,20,0,5,6,0,0,0,0
T20I # 2703,West-Indies vs Afghanistan-40Th-Match-Group-C-1415740,West Indies,Mohammad Nabi,1,0,15,0,15,2,0,2,0,0
T20I # 2703,West-Indies vs Afghanistan-40Th-Match-Group-C-1415740,West Indies,Gulbadin Naib,2,0,14,2,7,4,0,1,0,0
T20I # 2703,West-Indies vs Afghanistan-40Th-Match-Group-C-1415740,Afghanistan,Akeal Hosein,4,1,21,2,5.25,14,3,0,1,0
T20I # 2703,West-Indies vs Afghanistan-40Th-Match-Group-C-1415740,Afghanistan,Andre Russell,2.2,0,17,1,7.28,6,1,1,0,0
T20I # 2703,West-Indies vs Afghanistan-40Th-Match-Group-C-1415740,Afghanistan,Alzarri Joseph,3,0,30,1,10,7,4,1,1,0
T20I # 2703,West-Indies vs Afghanistan-40Th-Match-Group-C-1415740,Afghanistan,Gudakesh Motie,4,0,28,2,7,12,1,2,0,0
T20I # 2703,West-Indies vs Afghanistan-40Th-Match-Group-C-1415740,Afghanistan,Obed McCoy,3,0,14,3,4.66,9,1,0,0,0
T20I # 2702,New-Zealand vs Papua-New-Guinea-39Th-Match-Group-C-1415739,Papua New Guinea,Trent Boult,4,0,14,2,3.5,16,2,0,0,0
T20I # 2702,New-Zealand vs Papua-New-Guinea-39Th-Match-Group-C-1415739,Papua New Guinea,Tim Southee,4,0,11,2,2.75,18,1,0,2,0
T20I # 2702,New-Zealand vs Papua-New-Guinea-39Th-Match-Group-C-1415739,Papua New Guinea,Lockie Ferguson,4,4,0,3,0,24,0,0,0,0
T20I # 2702,New-Zealand vs Papua-New-Guinea-39Th-Match-Group-C-1415739,Papua New Guinea,Ish Sodhi,3.4,0,29,2,7.9,9,3,1,1,0
T20I # 2702,New-Zealand vs Papua-New-Guinea-39Th-Match-Group-C-1415739,Papua New Guinea,Mitchell Santner,4,0,17,1,4.25,14,1,0,1,0
T20I # 2702,New-Zealand vs Papua-New-Guinea-39Th-Match-Group-C-1415739,New Zealand,Kabua Morea,2.2,0,4,2,1.71,11,0,0,0,0
T20I # 2702,New-Zealand vs Papua-New-Guinea-39Th-Match-Group-C-1415739,New Zealand,Alei Nao,3,0,22,0,7.33,9,1,2,0,0
T20I # 2702,New-Zealand vs Papua-New-Guinea-39Th-Match-Group-C-1415739,New Zealand,Assad Vala,1,0,4,0,4,2,0,0,0,0
T20I # 2702,New-Zealand vs Papua-New-Guinea-39Th-Match-Group-C-1415739,New Zealand,Charles Amini,1,0,5,0,5,1,0,0,0,0
T20I # 2702,New-Zealand vs Papua-New-Guinea-39Th-Match-Group-C-1415739,New Zealand,Semo Kamea,3,0,23,1,7.66,8,4,0,0,0
T20I # 2702,New-Zealand vs Papua-New-Guinea-39Th-Match-Group-C-1415739,New Zealand,Chad Soper,1,0,14,0,14,2,1,1,0,0
T20I # 2702,New-Zealand vs Papua-New-Guinea-39Th-Match-Group-C-1415739,New Zealand,Norman Vanua,1,0,6,0,6,3,1,0,0,0
T20I # 2699,Netherlands vs Sri-Lanka-38Th-Match-Group-D-1415738,Sri Lanka,Vivian Kingma,3,0,23,1,7.66,9,3,0,3,0
T20I # 2699,Netherlands vs Sri-Lanka-38Th-Match-Group-D-1415738,Sri Lanka,Aryan Dutt,3,0,23,1,7.66,5,1,1,1,0
T20I # 2699,Netherlands vs Sri-Lanka-38Th-Match-Group-D-1415738,Sri Lanka,Logan van Beek,4,0,45,2,11.25,8,1,4,2,0
T20I # 2699,Netherlands vs Sri-Lanka-38Th-Match-Group-D-1415738,Sri Lanka,Paul van Meekeren,3,0,37,1,12.33,4,3,2,2,0
T20I # 2699,Netherlands vs Sri-Lanka-38Th-Match-Group-D-1415738,Sri Lanka,Tim Pringle,4,0,41,1,10.25,3,3,2,0,0
T20I # 2699,Netherlands vs Sri-Lanka-38Th-Match-Group-D-1415738,Sri Lanka,Bas de Leede,3,0,32,0,10.66,5,1,2,0,0
T20I # 2699,Netherlands vs Sri-Lanka-38Th-Match-Group-D-1415738,Netherlands,Angelo Mathews,2,0,20,0,10,7,0,2,1,1
T20I # 2699,Netherlands vs Sri-Lanka-38Th-Match-Group-D-1415738,Netherlands,Nuwan Thushara,3.4,0,24,3,6.54,11,2,1,2,0
T20I # 2699,Netherlands vs Sri-Lanka-38Th-Match-Group-D-1415738,Netherlands,Maheesh Theekshana,3,0,25,1,8.33,7,1,2,1,0
T20I # 2699,Netherlands vs Sri-Lanka-38Th-Match-Group-D-1415738,Netherlands,Wanindu Hasaranga,4,0,25,2,6.25,10,1,1,0,0
T20I # 2699,Netherlands vs Sri-Lanka-38Th-Match-Group-D-1415738,Netherlands,Dasun Shanaka,1,0,10,1,10,1,1,0,0,0
T20I # 2699,Netherlands vs Sri-Lanka-38Th-Match-Group-D-1415738,Netherlands,Matheesha Pathirana,3,0,12,2,4,10,0,0,1,0
T20I # 2698,Bangladesh vs Nepal-37Th-Match-Group-D-1415737,Bangladesh,Sompal Kami,3,0,10,2,3.33,12,1,0,0,0
T20I # 2698,Bangladesh vs Nepal-37Th-Match-Group-D-1415737,Bangladesh,Dipendra Singh Airee,3.3,0,22,2,6.28,11,3,0,0,0
T20I # 2698,Bangladesh vs Nepal-37Th-Match-Group-D-1415737,Bangladesh,Rohit Paudel,4,0,20,2,5,11,2,0,0,0
T20I # 2698,Bangladesh vs Nepal-37Th-Match-Group-D-1415737,Bangladesh,Sandeep Lamichhane,4,1,17,2,4.25,15,2,0,1,0
