Match Id,Match,Bowling_team,Bowler_name,Overs,Maiden,Runs,Wickets,Economy,0s,4s,6s,Wides,NoBalls
T20I # 2634,Namibia vs Oman-3Rd-Match-Group-B-1415703,Namibia,Aqib Ilyas,4,1,17,1,4.25,15,1,1,0,0
T20I # 2634,Namibia vs Oman-3Rd-Match-Group-B-1415703,Namibia,Mehran Khan,3,1,7,3,2.33,12,0,0,0,0
T20I # 2634,Namibia vs Oman-3Rd-Match-Group-B-1415703,Namibia,Zeeshan Maqsood,2,0,12,0,6,4,1,0,0,0
T20I # 2634,Namibia vs Oman-3Rd-Match-Group-B-1415703,Namibia,Ayaan Khan,2,0,12,1,6,6,1,0,1,0
T20I # 2633,West-Indies vs Papua-New-Guinea-2Nd-Match-Group-C-1415702,Papua New Guinea,Akeal Hosein,3,0,9,1,3,13,1,0,0,0
T20I # 2633,West-Indies vs Papua-New-Guinea-2Nd-Match-Group-C-1415702,Papua New Guinea,Romario Shepherd,3,0,23,1,7.66,5,1,0,1,0
T20I # 2633,West-Indies vs Papua-New-Guinea-2Nd-Match-Group-C-1415702,Papua New Guinea,Andre Russell,3,0,19,2,6.33,8,2,0,1,0
T20I # 2633,West-Indies vs Papua-New-Guinea-2Nd-Match-Group-C-1415702,Papua New Guinea,Roston Chase,4,0,26,0,6.5,11,1,1,3,0
T20I # 2633,West-Indies vs Papua-New-Guinea-2Nd-Match-Group-C-1415702,Papua New Guinea,Alzarri Joseph,4,0,34,2,8.5,11,5,0,1,1
T20I # 2633,West-Indies vs Papua-New-Guinea-2Nd-Match-Group-C-1415702,Papua New Guinea,Gudakesh Motie,3,0,24,1,8,7,2,1,0,0
T20I # 2633,West-Indies vs Papua-New-Guinea-2Nd-Match-Group-C-1415702,West Indies,Kabua Morea,3,0,30,0,10,7,6,0,0,0
T20I # 2633,West-Indies vs Papua-New-Guinea-2Nd-Match-Group-C-1415702,West Indies,Alei Nao,2,1,9,1,4.5,9,2,0,0,0
T20I # 2633,West-Indies vs Papua-New-Guinea-2Nd-Match-Group-C-1415702,West Indies,Chad Soper,3,0,19,1,6.33,8,2,0,0,0
T20I # 2633,West-Indies vs Papua-New-Guinea-2Nd-Match-Group-C-1415702,West Indies,Sese Bau,1,0,18,0,18,1,1,2,0,0
T20I # 2633,West-Indies vs Papua-New-Guinea-2Nd-Match-Group-C-1415702,West Indies,John Kariko,4,0,17,1,4.25,15,0,1,0,0
T20I # 2633,West-Indies vs Papua-New-Guinea-2Nd-Match-Group-C-1415702,West Indies,Assad Vala,4,1,28,2,7,11,3,1,0,0
T20I # 2633,West-Indies vs Papua-New-Guinea-2Nd-Match-Group-C-1415702,West Indies,Charles Amini,2,0,14,0,7,3,0,1,0,0
T20I # 2632,United-States-Of-America vs Canada-1St-Match-Group-A-1415701,Canada,Ali Khan,4,0,41,1,10.25,11,5,2,2,0
T20I # 2632,United-States-Of-America vs Canada-1St-Match-Group-A-1415701,Canada,Saurabh Netravalkar,2,0,16,0,8,3,2,0,0,0
T20I # 2632,United-States-Of-America vs Canada-1St-Match-Group-A-1415701,Canada,Harmeet Singh,4,0,27,1,6.75,11,3,1,0,0
T20I # 2632,United-States-Of-America vs Canada-1St-Match-Group-A-1415701,Canada,Jasdeep Singh,3,0,24,0,8,7,4,0,0,0
T20I # 2632,United-States-Of-America vs Canada-1St-Match-Group-A-1415701,Canada,Shadley van Schalkwyk,3,0,34,0,11.33,1,1,2,0,0
T20I # 2632,United-States-Of-America vs Canada-1St-Match-Group-A-1415701,Canada,Steven Taylor,1,0,15,0,15,1,0,2,0,0
T20I # 2632,United-States-Of-America vs Canada-1St-Match-Group-A-1415701,Canada,Corey Anderson,3,0,29,1,9.66,4,2,1,0,0
T20I # 2632,United-States-Of-America vs Canada-1St-Match-Group-A-1415701,United States of America,Kaleem Sana,4,0,34,1,8.5,9,4,0,3,0
T20I # 2632,United-States-Of-America vs Canada-1St-Match-Group-A-1415701,United States of America,Jeremy Gordon,3,0,44,0,14.66,7,4,3,3,2
T20I # 2632,United-States-Of-America vs Canada-1St-Match-Group-A-1415701,United States of America,Dilon Heyliger,3,0,19,1,6.33,9,0,1,2,0
T20I # 2632,United-States-Of-America vs Canada-1St-Match-Group-A-1415701,United States of America,Saad Bin Zafar,4,0,42,0,10.5,9,2,4,0,0
T20I # 2632,United-States-Of-America vs Canada-1St-Match-Group-A-1415701,United States of America,Nikhil Dutta,2.4,0,41,1,15.37,5,2,4,2,1
T20I # 2632,United-States-Of-America vs Canada-1St-Match-Group-A-1415701,United States of America,Pargat Singh,1,0,15,0,15,0,1,1,0,0
