Match Id,Match Name,Team_Inning,BatsmanName,Batting Pos,Out By,Not Out / Out,Runs,Balls,4s,6s,SR(strike rate)
T20I # 2677,Bangladesh vs Netherlands-27Th-Match-Group-D-1415727,Bangladesh,Jaker Ali,7,not out,Not_Out,14,7,3,0,200
T20I # 2677,Bangladesh vs Netherlands-27Th-Match-Group-D-1415727,Netherlands,Michael Levitt,1,c Towhid Hridoy b Taskin Ahmed,Out,18,16,2,1,112.5
T20I # 2677,Bangladesh vs Netherlands-27Th-Match-Group-D-1415727,Netherlands,Max O'Dowd,2,c & b Tanzim Hasan Sakib,Out,12,16,3,0,75
T20I # 2677,Bangladesh vs Netherlands-27Th-Match-Group-D-1415727,Netherlands,Vikramjit Singh,3,st Litton Das b Mahmudullah,Out,26,16,0,3,162.5
T20I # 2677,Bangladesh vs Netherlands-27Th-Match-Group-D-1415727,Netherlands,Sybrand Engelbrecht,4,c Tanzim Hasan Sakib b Rishad Hossain,Out,33,22,3,1,150
T20I # 2677,Bangladesh vs Netherlands-27Th-Match-Group-D-1415727,Netherlands,Scott Edwards (c),5,c Jaker Ali b Mustafizur Rahman,Out,25,23,3,0,108.69
T20I # 2677,Bangladesh vs Netherlands-27Th-Match-Group-D-1415727,Netherlands,Bas de Leede,6,st Litton Das b Rishad Hossain,Out,0,2,0,0,0
T20I # 2677,Bangladesh vs Netherlands-27Th-Match-Group-D-1415727,Netherlands,Logan van Beek,7,c & b Rishad Hossain,Out,2,3,0,0,66.66
T20I # 2677,Bangladesh vs Netherlands-27Th-Match-Group-D-1415727,Netherlands,Tim Pringle,8,b Taskin Ahmed,Out,1,10,0,0,10
T20I # 2677,Bangladesh vs Netherlands-27Th-Match-Group-D-1415727,Netherlands,Aryan Dutt,9,not out,Not_Out,15,12,1,1,125
T20I # 2672,West-Indies vs New-Zealand-26Th-Match-Group-C-1415726,West Indies,Brandon King,1,c Conway b Neesham,Out,9,12,0,1,75
T20I # 2672,West-Indies vs New-Zealand-26Th-Match-Group-C-1415726,West Indies,Johnson Charles,2,b Boult,Out,0,5,0,0,0
T20I # 2672,West-Indies vs New-Zealand-26Th-Match-Group-C-1415726,West Indies,Nicholas Pooran ,3,c Conway b Southee,Out,17,12,3,0,141.66
T20I # 2672,West-Indies vs New-Zealand-26Th-Match-Group-C-1415726,West Indies,Roston Chase,4,c Ravindra b Ferguson,Out,0,3,0,0,0
T20I # 2672,West-Indies vs New-Zealand-26Th-Match-Group-C-1415726,West Indies,Rovman Powell (c),5,c Conway b Southee,Out,1,5,0,0,20
T20I # 2672,West-Indies vs New-Zealand-26Th-Match-Group-C-1415726,West Indies,Sherfane Rutherford,6,not out,Not_Out,68,39,2,6,174.35
T20I # 2672,West-Indies vs New-Zealand-26Th-Match-Group-C-1415726,West Indies,Akeal Hosein,7,c Neesham b Santner,Out,15,17,0,1,88.23
T20I # 2672,West-Indies vs New-Zealand-26Th-Match-Group-C-1415726,West Indies,Andre Russell,8,c Ferguson b Boult,Out,14,7,2,1,200
T20I # 2672,West-Indies vs New-Zealand-26Th-Match-Group-C-1415726,West Indies,Romario Shepherd,9,lbw b Ferguson,Out,13,13,0,1,100
T20I # 2672,West-Indies vs New-Zealand-26Th-Match-Group-C-1415726,West Indies,Alzarri Joseph,10,b Boult,Out,6,6,1,0,100
T20I # 2672,West-Indies vs New-Zealand-26Th-Match-Group-C-1415726,West Indies,Gudakesh Motie,11,not out,Not_Out,0,1,0,0,0
T20I # 2672,West-Indies vs New-Zealand-26Th-Match-Group-C-1415726,New Zealand,Devon Conway ,1,c Chase b Hosein,Out,5,8,0,0,62.5
T20I # 2672,West-Indies vs New-Zealand-26Th-Match-Group-C-1415726,New Zealand,Finn Allen,2,c Russell b Joseph,Out,26,23,3,1,113.04
T20I # 2672,West-Indies vs New-Zealand-26Th-Match-Group-C-1415726,New Zealand,Rachin Ravindra,3,c Russell b Motie,Out,10,13,0,0,76.92
T20I # 2672,West-Indies vs New-Zealand-26Th-Match-Group-C-1415726,New Zealand,Kane Williamson (c),4,c Pooran b Motie,Out,1,2,0,0,50
T20I # 2672,West-Indies vs New-Zealand-26Th-Match-Group-C-1415726,New Zealand,Daryl Mitchell,5,b Motie,Out,12,13,1,0,92.3
T20I # 2672,West-Indies vs New-Zealand-26Th-Match-Group-C-1415726,New Zealand,Glenn Phillips,6,c Powell b Joseph,Out,40,33,3,2,121.21
T20I # 2672,West-Indies vs New-Zealand-26Th-Match-Group-C-1415726,New Zealand,James Neesham,7,c King b Joseph,Out,10,11,0,1,90.9
T20I # 2672,West-Indies vs New-Zealand-26Th-Match-Group-C-1415726,New Zealand,Mitchell Santner,8,not out,Not_Out,21,12,0,3,175
T20I # 2672,West-Indies vs New-Zealand-26Th-Match-Group-C-1415726,New Zealand,Tim Southee,9,c & b Joseph,Out,0,1,0,0,0
T20I # 2672,West-Indies vs New-Zealand-26Th-Match-Group-C-1415726,New Zealand,Trent Boult,10,c Chase b Russell,Out,7,4,0,1,175
T20I # 2672,West-Indies vs New-Zealand-26Th-Match-Group-C-1415726,New Zealand,Lockie Ferguson,11,not out,Not_Out,0,0,0,0,-
T20I # 2671,United-States-Of-America vs India-25Th-Match-Group-A-1415725,United States of America,Shayan Jahangir,1,lbw b Arshdeep Singh,Out,0,1,0,0,0
T20I # 2671,United-States-Of-America vs India-25Th-Match-Group-A-1415725,United States of America,Steven Taylor,2,b Patel,Out,24,30,0,2,80
T20I # 2671,United-States-Of-America vs India-25Th-Match-Group-A-1415725,United States of America,Andries Gous ,3,c Pandya b Arshdeep Singh,Out,2,5,0,0,40
T20I # 2671,United-States-Of-America vs India-25Th-Match-Group-A-1415725,United States of America,Aaron Jones (c),4,c Mohammed Siraj b Pandya,Out,11,22,0,1,50
T20I # 2671,United-States-Of-America vs India-25Th-Match-Group-A-1415725,United States of America,Nitish Kumar,5,c Mohammed Siraj b Arshdeep Singh,Out,27,23,2,1,117.39
T20I # 2671,United-States-Of-America vs India-25Th-Match-Group-A-1415725,United States of America,Corey Anderson,6,c Pant b Pandya,Out,15,12,1,1,125
T20I # 2671,United-States-Of-America vs India-25Th-Match-Group-A-1415725,United States of America,Harmeet Singh,7,c Pant b Arshdeep Singh,Out,10,10,0,1,100
T20I # 2671,United-States-Of-America vs India-25Th-Match-Group-A-1415725,United States of America,Shadley van Schalkwyk,8,not out,Not_Out,11,10,1,0,110
T20I # 2671,United-States-Of-America vs India-25Th-Match-Group-A-1415725,United States of America,Jasdeep Singh,9,run out (Pant/Mohammed Siraj),Out,2,7,0,0,28.57
T20I # 2671,United-States-Of-America vs India-25Th-Match-Group-A-1415725,India,Rohit Sharma (c),1,c Harmeet Singh b Netravalkar,Out,3,6,0,0,50
T20I # 2671,United-States-Of-America vs India-25Th-Match-Group-A-1415725,India,Virat Kohli,2,c Gous b Netravalkar,Out,0,1,0,0,0
T20I # 2671,United-States-Of-America vs India-25Th-Match-Group-A-1415725,India,Rishabh Pant ,3,b Ali Khan,Out,18,20,1,1,90
T20I # 2671,United-States-Of-America vs India-25Th-Match-Group-A-1415725,India,Suryakumar Yadav,4,not out,Not_Out,50,49,2,2,102.04
T20I # 2671,United-States-Of-America vs India-25Th-Match-Group-A-1415725,India,Shivam Dube,5,not out,Not_Out,31,35,1,1,88.57
T20I # 2666,Australia vs Namibia-24Th-Match-Group-B-1415724,Namibia,Michael van Lingen,1,c Maxwell b Hazlewood,Out,10,10,2,0,100
T20I # 2666,Australia vs Namibia-24Th-Match-Group-B-1415724,Namibia,Nikolaas Davin,2,c Maxwell b Hazlewood,Out,2,7,0,0,28.57
T20I # 2666,Australia vs Namibia-24Th-Match-Group-B-1415724,Namibia,Jan Frylinck,3,c Marsh b Cummins,Out,1,6,0,0,16.66
T20I # 2666,Australia vs Namibia-24Th-Match-Group-B-1415724,Namibia,Gerhard Erasmus (c),4,c Maxwell b Stoinis,Out,36,43,4,1,83.72
T20I # 2666,Australia vs Namibia-24Th-Match-Group-B-1415724,Namibia,JJ Smit,5,lbw b Ellis,Out,3,9,0,0,33.33
T20I # 2666,Australia vs Namibia-24Th-Match-Group-B-1415724,Namibia,Zane Green ,6,lbw b Zampa,Out,1,4,0,0,25
T20I # 2666,Australia vs Namibia-24Th-Match-Group-B-1415724,Namibia,David Wiese,7,c Hazlewood b Zampa,Out,1,7,0,0,14.28
T20I # 2666,Australia vs Namibia-24Th-Match-Group-B-1415724,Namibia,Ruben Trumpelmann,8,c Maxwell b Zampa,Out,7,7,0,1,100
T20I # 2666,Australia vs Namibia-24Th-Match-Group-B-1415724,Namibia,Bernard Scholtz,9,b Zampa,Out,0,2,0,0,0
T20I # 2666,Australia vs Namibia-24Th-Match-Group-B-1415724,Namibia,Jack Brassell,10,not out,Not_Out,2,3,0,0,66.66
T20I # 2666,Australia vs Namibia-24Th-Match-Group-B-1415724,Namibia,Ben Shikongo,11,c David b Stoinis,Out,0,4,0,0,0
T20I # 2666,Australia vs Namibia-24Th-Match-Group-B-1415724,Australia,David Warner,1,c Trumpelmann b Wiese,Out,20,8,3,1,250
T20I # 2666,Australia vs Namibia-24Th-Match-Group-B-1415724,Australia,Travis Head,2,not out,Not_Out,34,17,5,2,200
T20I # 2666,Australia vs Namibia-24Th-Match-Group-B-1415724,Australia,Mitchell Marsh (c),3,not out,Not_Out,18,9,3,1,200
T20I # 2665,Canada vs Pakistan-22Nd-Match-Group-A-1415722,Canada,Aaron Johnson,1,b Naseem Shah,Out,52,44,4,4,118.18
T20I # 2665,Canada vs Pakistan-22Nd-Match-Group-A-1415722,Canada,Navneet Dhaliwal,2,b Mohammad Amir,Out,4,7,1,0,57.14
T20I # 2665,Canada vs Pakistan-22Nd-Match-Group-A-1415722,Canada,Pargat Singh,3,c Fakhar Zaman b Shaheen Shah Afridi,Out,2,6,0,0,33.33
T20I # 2665,Canada vs Pakistan-22Nd-Match-Group-A-1415722,Canada,Nicholas Kirton,4,run out (Imad Wasim),Out,1,6,0,0,16.66
T20I # 2665,Canada vs Pakistan-22Nd-Match-Group-A-1415722,Canada,Shreyas Movva ,5,c Mohammad Rizwan b Haris Rauf,Out,2,9,0,0,22.22
T20I # 2665,Canada vs Pakistan-22Nd-Match-Group-A-1415722,Canada,Ravinderpal Singh,6,c Fakhar Zaman b Haris Rauf,Out,0,2,0,0,0
T20I # 2665,Canada vs Pakistan-22Nd-Match-Group-A-1415722,Canada,Saad Bin Zafar (c),7,c Mohammad Rizwan b Mohammad Amir,Out,10,21,1,0,47.61
T20I # 2665,Canada vs Pakistan-22Nd-Match-Group-A-1415722,Canada,Kaleem Sana,8,not out,Not_Out,13,14,0,1,92.85
T20I # 2665,Canada vs Pakistan-22Nd-Match-Group-A-1415722,Canada,Dilon Heyliger,9,not out,Not_Out,9,11,1,0,81.81
T20I # 2665,Canada vs Pakistan-22Nd-Match-Group-A-1415722,Pakistan,Mohammad Rizwan ,1,not out,Not_Out,53,53,2,1,100
T20I # 2665,Canada vs Pakistan-22Nd-Match-Group-A-1415722,Pakistan,Saim Ayub,2,c Movva b Heyliger,Out,6,12,0,0,50
T20I # 2665,Canada vs Pakistan-22Nd-Match-Group-A-1415722,Pakistan,Babar Azam (c),3,c Movva b Heyliger,Out,33,33,1,1,100
T20I # 2665,Canada vs Pakistan-22Nd-Match-Group-A-1415722,Pakistan,Fakhar Zaman,4,c sub (DS Bajwa) b Gordon,Out,4,6,0,0,66.66
T20I # 2665,Canada vs Pakistan-22Nd-Match-Group-A-1415722,Pakistan,Usman Khan,5,not out,Not_Out,2,1,0,0,200
T20I # 2664,Bangladesh vs South-Africa-21St-Match-Group-D-1415721,South Africa,Quinton de Kock ,1,b Tanzim Hasan Sakib,Out,18,11,1,2,163.63
T20I # 2664,Bangladesh vs South-Africa-21St-Match-Group-D-1415721,South Africa,Reeza Hendricks,2,lbw b Tanzim Hasan Sakib,Out,0,1,0,0,0
T20I # 2664,Bangladesh vs South-Africa-21St-Match-Group-D-1415721,South Africa,Aiden Markram (c),3,b Taskin Ahmed,Out,4,8,1,0,50
T20I # 2664,Bangladesh vs South-Africa-21St-Match-Group-D-1415721,South Africa,Tristan Stubbs,4,c Shakib Al Hasan b Tanzim Hasan Sakib,Out,0,5,0,0,0
T20I # 2664,Bangladesh vs South-Africa-21St-Match-Group-D-1415721,South Africa,Heinrich Klaasen,5,b Taskin Ahmed,Out,46,44,2,3,104.54
T20I # 2664,Bangladesh vs South-Africa-21St-Match-Group-D-1415721,South Africa,David Miller,6,b Rishad Hossain,Out,29,38,1,1,76.31
T20I # 2664,Bangladesh vs South-Africa-21St-Match-Group-D-1415721,South Africa,Marco Jansen,7,not out,Not_Out,5,5,0,0,100
T20I # 2664,Bangladesh vs South-Africa-21St-Match-Group-D-1415721,South Africa,Keshav Maharaj,8,not out,Not_Out,4,8,0,0,50
T20I # 2664,Bangladesh vs South-Africa-21St-Match-Group-D-1415721,Bangladesh,Tanzid Hasan,1,c de Kock b Rabada,Out,9,9,2,0,100
T20I # 2664,Bangladesh vs South-Africa-21St-Match-Group-D-1415721,Bangladesh,Najmul Hossain Shanto (c),2,c Markram b Nortje,Out,14,23,0,1,60.86
T20I # 2664,Bangladesh vs South-Africa-21St-Match-Group-D-1415721,Bangladesh,Litton Das ,3,c Miller b Maharaj,Out,9,13,1,0,69.23
T20I # 2664,Bangladesh vs South-Africa-21St-Match-Group-D-1415721,Bangladesh,Shakib Al Hasan,4,c Markram b Nortje,Out,3,4,0,0,75
T20I # 2664,Bangladesh vs South-Africa-21St-Match-Group-D-1415721,Bangladesh,Towhid Hridoy,5,lbw b Rabada,Out,37,34,2,2,108.82
T20I # 2664,Bangladesh vs South-Africa-21St-Match-Group-D-1415721,Bangladesh,Mahmudullah,6,c Markram b Maharaj,Out,20,27,2,0,74.07
T20I # 2664,Bangladesh vs South-Africa-21St-Match-Group-D-1415721,Bangladesh,Jaker Ali,7,c Markram b Maharaj,Out,8,9,0,0,88.88
T20I # 2664,Bangladesh vs South-Africa-21St-Match-Group-D-1415721,Bangladesh,Rishad Hossain,8,not out,Not_Out,0,1,0,0,0
T20I # 2664,Bangladesh vs South-Africa-21St-Match-Group-D-1415721,Bangladesh,Taskin Ahmed,9,not out,Not_Out,1,1,0,0,100
T20I # 2659,Oman vs Scotland-20Th-Match-Group-B-1415720,Oman,Pratik Athavale ,1,c McMullen b Greaves,Out,54,40,5,2,135
T20I # 2659,Oman vs Scotland-20Th-Match-Group-B-1415720,Oman,Naseem Khushi,2,c Watt b Sole,Out,10,9,0,1,111.11
T20I # 2659,Oman vs Scotland-20Th-Match-Group-B-1415720,Oman,Aqib Ilyas (c),3,lbw b Sharif,Out,16,6,2,1,266.66
T20I # 2659,Oman vs Scotland-20Th-Match-Group-B-1415720,Oman,Zeeshan Maqsood,4,c Cross b Watt,Out,3,4,0,0,75
T20I # 2659,Oman vs Scotland-20Th-Match-Group-B-1415720,Oman,Khalid Kail,5,run out (Sole/Watt),Out,5,7,0,0,71.42
T20I # 2659,Oman vs Scotland-20Th-Match-Group-B-1415720,Oman,Ayaan Khan,6,not out,Not_Out,41,39,4,0,105.12
T20I # 2659,Oman vs Scotland-20Th-Match-Group-B-1415720,Oman,Mehran Khan,7,c Cross b Sharif,Out,13,10,2,0,130
T20I # 2659,Oman vs Scotland-20Th-Match-Group-B-1415720,Oman,Rafiullah,8,c Sharif b Wheal,Out,0,3,0,0,0
T20I # 2659,Oman vs Scotland-20Th-Match-Group-B-1415720,Oman,Shakeel Ahmed,9,not out,Not_Out,3,2,0,0,150
T20I # 2659,Oman vs Scotland-20Th-Match-Group-B-1415720,Scotland,George Munsey,1,c Shakeel Ahmed b Mehran Khan,Out,41,20,2,4,205
T20I # 2659,Oman vs Scotland-20Th-Match-Group-B-1415720,Scotland,Michael Jones,2,c Mehran Khan b Bilal Khan,Out,16,13,1,2,123.07
T20I # 2659,Oman vs Scotland-20Th-Match-Group-B-1415720,Scotland,Brandon McMullen,3,not out,Not_Out,61,31,9,2,196.77
T20I # 2659,Oman vs Scotland-20Th-Match-Group-B-1415720,Scotland,Richie Berrington (c),4,b Aqib Ilyas,Out,13,7,1,1,185.71
T20I # 2659,Oman vs Scotland-20Th-Match-Group-B-1415720,Scotland,Matthew Cross ,5,not out,Not_Out,15,8,0,2,187.5
T20I # 2658,India vs Pakistan-19Th-Match-Group-A-1415719,India,Rohit Sharma (c),1,c Haris Rauf b Shaheen Shah Afridi,Out,13,12,1,1,108.33
T20I # 2658,India vs Pakistan-19Th-Match-Group-A-1415719,India,Virat Kohli,2,c Usman Khan b Naseem Shah,Out,4,3,1,0,133.33
T20I # 2658,India vs Pakistan-19Th-Match-Group-A-1415719,India,Rishabh Pant ,3,c Babar Azam b Mohammad Amir,Out,42,31,6,0,135.48
T20I # 2658,India vs Pakistan-19Th-Match-Group-A-1415719,India,Axar Patel,4,b Naseem Shah,Out,20,18,2,1,111.11
T20I # 2658,India vs Pakistan-19Th-Match-Group-A-1415719,India,Suryakumar Yadav,5,c Mohammad Amir b Haris Rauf,Out,7,8,1,0,87.5
T20I # 2658,India vs Pakistan-19Th-Match-Group-A-1415719,India,Shivam Dube,6,c & b Naseem Shah,Out,3,9,0,0,33.33
T20I # 2658,India vs Pakistan-19Th-Match-Group-A-1415719,India,Hardik Pandya,7,c Iftikhar Ahmed b Haris Rauf,Out,7,12,1,0,58.33
T20I # 2658,India vs Pakistan-19Th-Match-Group-A-1415719,India,Ravindra Jadeja,8,c Imad Wasim b Mohammad Amir,Out,0,1,0,0,0
T20I # 2658,India vs Pakistan-19Th-Match-Group-A-1415719,India,Arshdeep Singh,9,run out (Babar Azam/Mohammad Rizwan),Out,9,13,1,0,69.23
T20I # 2658,India vs Pakistan-19Th-Match-Group-A-1415719,India,Jasprit Bumrah,10,c Imad Wasim b Haris Rauf,Out,0,1,0,0,0
T20I # 2658,India vs Pakistan-19Th-Match-Group-A-1415719,India,Mohammed Siraj,11,not out,Not_Out,7,7,0,0,100
T20I # 2658,India vs Pakistan-19Th-Match-Group-A-1415719,Pakistan,Mohammad Rizwan ,1,b Bumrah,Out,31,44,1,1,70.45
T20I # 2658,India vs Pakistan-19Th-Match-Group-A-1415719,Pakistan,Babar Azam (c),2,c Yadav b Bumrah,Out,13,10,2,0,130
T20I # 2658,India vs Pakistan-19Th-Match-Group-A-1415719,Pakistan,Usman Khan,3,lbw b Patel,Out,13,15,1,0,86.66
T20I # 2658,India vs Pakistan-19Th-Match-Group-A-1415719,Pakistan,Fakhar Zaman,4,c Pant b Pandya,Out,13,8,1,1,162.5
T20I # 2658,India vs Pakistan-19Th-Match-Group-A-1415719,Pakistan,Imad Wasim,5,c Pant b Arshdeep Singh,Out,15,23,1,0,65.21
T20I # 2658,India vs Pakistan-19Th-Match-Group-A-1415719,Pakistan,Shadab Khan,6,c Pant b Pandya,Out,4,7,0,0,57.14
T20I # 2658,India vs Pakistan-19Th-Match-Group-A-1415719,Pakistan,Iftikhar Ahmed,7,c Arshdeep Singh b Bumrah,Out,5,9,0,0,55.55
T20I # 2658,India vs Pakistan-19Th-Match-Group-A-1415719,Pakistan,Shaheen Shah Afridi,8,not out,Not_Out,0,1,0,0,0
T20I # 2658,India vs Pakistan-19Th-Match-Group-A-1415719,Pakistan,Naseem Shah,9,not out,Not_Out,10,4,2,0,250
T20I # 2651,West-Indies vs Uganda-18Th-Match-Group-C-1415718,West Indies,Brandon King,1,b Ramjani,Out,13,8,2,0,162.5
T20I # 2651,West-Indies vs Uganda-18Th-Match-Group-C-1415718,West Indies,Johnson Charles,2,c Ramjani b Nakrani,Out,44,42,4,2,104.76
T20I # 2651,West-Indies vs Uganda-18Th-Match-Group-C-1415718,West Indies,Nicholas Pooran ,3,c & b Masaba,Out,22,17,0,3,129.41
T20I # 2651,West-Indies vs Uganda-18Th-Match-Group-C-1415718,West Indies,Rovman Powell (c),4,c Obuya b Masaba,Out,23,18,1,1,127.77
T20I # 2651,West-Indies vs Uganda-18Th-Match-Group-C-1415718,West Indies,Sherfane Rutherford,5,b Kyewuta,Out,22,16,2,1,137.5
T20I # 2651,West-Indies vs Uganda-18Th-Match-Group-C-1415718,West Indies,Andre Russell,6,not out,Not_Out,30,17,6,0,176.47
T20I # 2651,West-Indies vs Uganda-18Th-Match-Group-C-1415718,West Indies,Romario Shepherd,7,not out,Not_Out,5,5,0,0,100
T20I # 2651,West-Indies vs Uganda-18Th-Match-Group-C-1415718,Uganda,Roger Mukasa,1,lbw b Hosein,Out,0,2,0,0,0
T20I # 2651,West-Indies vs Uganda-18Th-Match-Group-C-1415718,Uganda,Simon Ssesazi ,2,c Joseph b Shepherd,Out,4,3,1,0,133.33
T20I # 2651,West-Indies vs Uganda-18Th-Match-Group-C-1415718,Uganda,Robinson Obuya,3,b Russell,Out,6,8,1,0,75
T20I # 2651,West-Indies vs Uganda-18Th-Match-Group-C-1415718,Uganda,Alpesh Ramjani,4,lbw b Hosein,Out,5,6,1,0,83.33
T20I # 2651,West-Indies vs Uganda-18Th-Match-Group-C-1415718,Uganda,Kenneth Waiswa,5,lbw b Hosein,Out,1,10,0,0,10
T20I # 2651,West-Indies vs Uganda-18Th-Match-Group-C-1415718,Uganda,Riazat Ali Shah,6,b Hosein,Out,3,8,0,0,37.5
T20I # 2651,West-Indies vs Uganda-18Th-Match-Group-C-1415718,Uganda,Dinesh Nakrani,7,b Hosein,Out,0,2,0,0,0
T20I # 2651,West-Indies vs Uganda-18Th-Match-Group-C-1415718,Uganda,Brian Masaba (c),8,c Pooran b Joseph,Out,1,4,0,0,25
T20I # 2651,West-Indies vs Uganda-18Th-Match-Group-C-1415718,Uganda,Juma Miyagi,9,not out,Not_Out,13,20,0,0,65
T20I # 2651,West-Indies vs Uganda-18Th-Match-Group-C-1415718,Uganda,Cosmas Kyewuta,10,lbw b Motie,Out,1,6,0,0,16.66
T20I # 2651,West-Indies vs Uganda-18Th-Match-Group-C-1415718,Uganda,Frank Nsubuga,11,b Joseph,Out,0,3,0,0,0
T20I # 2650,Australia vs England-17Th-Match-Group-B-1415717,Australia,Travis Head,1,b Archer,Out,34,18,2,3,188.88
T20I # 2650,Australia vs England-17Th-Match-Group-B-1415717,Australia,David Warner,2,b Ali,Out,39,16,2,4,243.75
T20I # 2650,Australia vs England-17Th-Match-Group-B-1415717,Australia,Mitchell Marsh (c),3,st Buttler b Livingstone,Out,35,25,2,2,140
T20I # 2650,Australia vs England-17Th-Match-Group-B-1415717,Australia,Glenn Maxwell,4,c Salt b Rashid,Out,28,25,3,1,112
T20I # 2650,Australia vs England-17Th-Match-Group-B-1415717,Australia,Marcus Stoinis,5,c Brook b Jordan,Out,30,17,2,2,176.47
T20I # 2650,Australia vs England-17Th-Match-Group-B-1415717,Australia,Tim David,6,c Livingstone b Jordan,Out,11,8,0,1,137.5
T20I # 2650,Australia vs England-17Th-Match-Group-B-1415717,Australia,Matthew Wade ,7,not out,Not_Out,17,10,3,0,170
T20I # 2650,Australia vs England-17Th-Match-Group-B-1415717,Australia,Pat Cummins,8,run out (Buttler/Jordan),Out,0,1,0,0,0
T20I # 2650,Australia vs England-17Th-Match-Group-B-1415717,Australia,Mitchell Starc,9,not out,Not_Out,0,0,0,0,-
T20I # 2650,Australia vs England-17Th-Match-Group-B-1415717,England,Phil Salt,1,b Zampa,Out,37,23,4,2,160.86
T20I # 2650,Australia vs England-17Th-Match-Group-B-1415717,England,Jos Buttler (c),2,c Cummins b Zampa,Out,42,28,5,2,150
T20I # 2650,Australia vs England-17Th-Match-Group-B-1415717,England,Will Jacks,3,c Starc b Stoinis,Out,10,10,1,0,100
T20I # 2650,Australia vs England-17Th-Match-Group-B-1415717,England,Jonny Bairstow,4,c Maxwell b Hazlewood,Out,7,13,0,0,53.84
T20I # 2650,Australia vs England-17Th-Match-Group-B-1415717,England,Moeen Ali,5,c Warner b Cummins,Out,25,15,0,3,166.66
T20I # 2650,Australia vs England-17Th-Match-Group-B-1415717,England,Harry Brook,6,not out,Not_Out,20,16,2,0,125
T20I # 2650,Australia vs England-17Th-Match-Group-B-1415717,England,Liam Livingstone,7,c Starc b Cummins,Out,15,12,0,1,125
T20I # 2650,Australia vs England-17Th-Match-Group-B-1415717,England,Chris Jordan,8,not out,Not_Out,1,3,0,0,33.33
T20I # 2649,Netherlands vs South-Africa-16Th-Match-Group-D-1415716,Netherlands,Michael Levitt,1,c de Kock b Jansen,Out,0,3,0,0,0
T20I # 2649,Netherlands vs South-Africa-16Th-Match-Group-D-1415716,Netherlands,Max O'Dowd,2,c Jansen b Baartman,Out,2,6,0,0,33.33
T20I # 2649,Netherlands vs South-Africa-16Th-Match-Group-D-1415716,Netherlands,Vikramjit Singh,3,b Jansen,Out,12,17,1,0,70.58
T20I # 2649,Netherlands vs South-Africa-16Th-Match-Group-D-1415716,Netherlands,Sybrand Engelbrecht,4,c Jansen b Baartman,Out,40,45,2,1,88.88
T20I # 2649,Netherlands vs South-Africa-16Th-Match-Group-D-1415716,Netherlands,Bas de Leede,5,c Miller b Nortje,Out,6,16,0,0,37.5
T20I # 2649,Netherlands vs South-Africa-16Th-Match-Group-D-1415716,Netherlands,Scott Edwards (c),6,run out (Markram),Out,10,9,0,1,111.11
T20I # 2649,Netherlands vs South-Africa-16Th-Match-Group-D-1415716,Netherlands,Teja Nidamanuru,7,c Klaasen b Nortje,Out,0,1,0,0,0
T20I # 2649,Netherlands vs South-Africa-16Th-Match-Group-D-1415716,Netherlands,Logan van Beek,8,c Nortje b Baartman,Out,23,22,3,0,104.54
T20I # 2649,Netherlands vs South-Africa-16Th-Match-Group-D-1415716,Netherlands,Tim Pringle,9,c Markram b Baartman,Out,0,2,0,0,0
T20I # 2649,Netherlands vs South-Africa-16Th-Match-Group-D-1415716,Netherlands,Paul van Meekeren,10,not out,Not_Out,1,1,0,0,100
T20I # 2649,Netherlands vs South-Africa-16Th-Match-Group-D-1415716,South Africa,Reeza Hendricks,1,b van Beek,Out,3,10,0,0,30
T20I # 2649,Netherlands vs South-Africa-16Th-Match-Group-D-1415716,South Africa,Quinton de Kock ,2,run out (van Meekeren/O'Dowd),Out,0,0,0,0,-
T20I # 2649,Netherlands vs South-Africa-16Th-Match-Group-D-1415716,South Africa,Aiden Markram (c),3,c Edwards b Kingma,Out,0,3,0,0,0
T20I # 2649,Netherlands vs South-Africa-16Th-Match-Group-D-1415716,South Africa,Tristan Stubbs,4,c van Beek b de Leede,Out,33,37,1,1,89.18
T20I # 2649,Netherlands vs South-Africa-16Th-Match-Group-D-1415716,South Africa,Heinrich Klaasen,5,c Pringle b Kingma,Out,4,7,0,0,57.14
T20I # 2649,Netherlands vs South-Africa-16Th-Match-Group-D-1415716,South Africa,David Miller,6,not out,Not_Out,59,51,3,4,115.68
T20I # 2649,Netherlands vs South-Africa-16Th-Match-Group-D-1415716,South Africa,Marco Jansen,7,b van Beek,Out,3,5,0,0,60
T20I # 2649,Netherlands vs South-Africa-16Th-Match-Group-D-1415716,South Africa,Keshav Maharaj,8,not out,Not_Out,0,1,0,0,0
T20I # 2646,Bangladesh vs Sri-Lanka-15Th-Match-Group-D-1415715,Sri Lanka,Pathum Nissanka,1,c Najmul Hossain Shanto b Mustafizur Rahman,Out,47,28,7,1,167.85
T20I # 2646,Bangladesh vs Sri-Lanka-15Th-Match-Group-D-1415715,Sri Lanka,Kusal Mendis ,2,b Taskin Ahmed,Out,10,8,2,0,125
T20I # 2646,Bangladesh vs Sri-Lanka-15Th-Match-Group-D-1415715,Sri Lanka,Kamindu Mendis,3,c Tanzim Hasan Sakib b Mustafizur Rahman,Out,4,5,1,0,80
T20I # 2646,Bangladesh vs Sri-Lanka-15Th-Match-Group-D-1415715,Sri Lanka,Dhananjaya de Silva,4,st Litton Das b Rishad Hossain,Out,21,26,1,0,80.76
