Match Id,Match Name,Team_Inning,BatsmanName,Batting Pos,Out By,Not Out / Out,Runs,Balls,4s,6s,SR(strike rate)
T20I # 2722,Afghanistan vs Bangladesh-52Nd-Match-Super-Eights-Group-1-1415752,Bangladesh,Mahmudullah,7,c sub (Mohammad Ishaq) b Rashid Khan,Out,6,9,1,0,66.66
T20I # 2722,Afghanistan vs Bangladesh-52Nd-Match-Super-Eights-Group-1-1415752,Bangladesh,Rishad Hossain,8,b Rashid Khan,Out,0,1,0,0,0
T20I # 2722,Afghanistan vs Bangladesh-52Nd-Match-Super-Eights-Group-1-1415752,Bangladesh,Tanzim Hasan Sakib,9,c Mohammad Nabi b Gulbadin Naib,Out,3,10,0,0,30
T20I # 2722,Afghanistan vs Bangladesh-52Nd-Match-Super-Eights-Group-1-1415752,Bangladesh,Taskin Ahmed,10,b Naveen-ul-Haq,Out,2,9,0,0,22.22
T20I # 2722,Afghanistan vs Bangladesh-52Nd-Match-Super-Eights-Group-1-1415752,Bangladesh,Mustafizur Rahman,11,lbw b Naveen-ul-Haq,Out,0,1,0,0,0
T20I # 2721,Australia vs India-51St-Match-Super-Eights-Group-1-1415751,India,Rohit Sharma (c),1,b Starc,Out,92,41,7,8,224.39
T20I # 2721,Australia vs India-51St-Match-Super-Eights-Group-1-1415751,India,Virat Kohli,2,c David b Hazlewood,Out,0,5,0,0,0
T20I # 2721,Australia vs India-51St-Match-Super-Eights-Group-1-1415751,India,Rishabh Pant ,3,c Hazlewood b Stoinis,Out,15,14,1,1,107.14
T20I # 2721,Australia vs India-51St-Match-Super-Eights-Group-1-1415751,India,Suryakumar Yadav,4,c Wade b Starc,Out,31,16,3,2,193.75
T20I # 2721,Australia vs India-51St-Match-Super-Eights-Group-1-1415751,India,Shivam Dube,5,c Warner b Stoinis,Out,28,22,2,1,127.27
T20I # 2721,Australia vs India-51St-Match-Super-Eights-Group-1-1415751,India,Hardik Pandya,6,not out,Not_Out,27,17,1,2,158.82
T20I # 2721,Australia vs India-51St-Match-Super-Eights-Group-1-1415751,India,Ravindra Jadeja,7,not out,Not_Out,9,5,0,1,180
T20I # 2721,Australia vs India-51St-Match-Super-Eights-Group-1-1415751,Australia,David Warner,1,c Yadav b Arshdeep Singh,Out,6,6,1,0,100
T20I # 2721,Australia vs India-51St-Match-Super-Eights-Group-1-1415751,Australia,Travis Head,2,c Sharma b Bumrah,Out,76,43,9,4,176.74
T20I # 2721,Australia vs India-51St-Match-Super-Eights-Group-1-1415751,Australia,Mitchell Marsh (c),3,c Patel b Kuldeep Yadav,Out,37,28,3,2,132.14
T20I # 2721,Australia vs India-51St-Match-Super-Eights-Group-1-1415751,Australia,Glenn Maxwell,4,b Kuldeep Yadav,Out,20,12,2,1,166.66
T20I # 2721,Australia vs India-51St-Match-Super-Eights-Group-1-1415751,Australia,Marcus Stoinis,5,c Pandya b Patel,Out,2,4,0,0,50
T20I # 2721,Australia vs India-51St-Match-Super-Eights-Group-1-1415751,Australia,Tim David,6,c Bumrah b Arshdeep Singh,Out,15,11,1,1,136.36
T20I # 2721,Australia vs India-51St-Match-Super-Eights-Group-1-1415751,Australia,Matthew Wade ,7,c Kuldeep Yadav b Arshdeep Singh,Out,1,2,0,0,50
T20I # 2721,Australia vs India-51St-Match-Super-Eights-Group-1-1415751,Australia,Pat Cummins,8,not out,Not_Out,11,7,0,1,157.14
T20I # 2721,Australia vs India-51St-Match-Super-Eights-Group-1-1415751,Australia,Mitchell Starc,9,not out,Not_Out,4,7,0,0,57.14
T20I # 2720,West-Indies vs South-Africa-50Th-Match-Super-Eights-Group-2-1415750,West Indies,Kyle Mayers,1,c Stubbs b Shamsi,Out,35,34,3,2,102.94
T20I # 2720,West-Indies vs South-Africa-50Th-Match-Super-Eights-Group-2-1415750,West Indies,Shai Hope,2,c Stubbs b Jansen,Out,0,1,0,0,0
T20I # 2720,West-Indies vs South-Africa-50Th-Match-Super-Eights-Group-2-1415750,West Indies,Nicholas Pooran ,3,c Jansen b Markram,Out,1,3,0,0,33.33
T20I # 2720,West-Indies vs South-Africa-50Th-Match-Super-Eights-Group-2-1415750,West Indies,Roston Chase,4,c Rabada b Shamsi,Out,52,42,3,2,123.8
T20I # 2720,West-Indies vs South-Africa-50Th-Match-Super-Eights-Group-2-1415750,West Indies,Rovman Powell (c),5,st de Kock b Maharaj,Out,1,2,0,0,50
T20I # 2720,West-Indies vs South-Africa-50Th-Match-Super-Eights-Group-2-1415750,West Indies,Sherfane Rutherford,6,c Markram b Shamsi,Out,0,4,0,0,0
T20I # 2720,West-Indies vs South-Africa-50Th-Match-Super-Eights-Group-2-1415750,West Indies,Andre Russell,7,run out (Nortje),Out,15,9,0,2,166.66
T20I # 2720,West-Indies vs South-Africa-50Th-Match-Super-Eights-Group-2-1415750,West Indies,Akeal Hosein,8,c & b Rabada,Out,6,11,1,0,54.54
T20I # 2720,West-Indies vs South-Africa-50Th-Match-Super-Eights-Group-2-1415750,West Indies,Alzarri Joseph,9,not out,Not_Out,11,7,0,1,157.14
T20I # 2720,West-Indies vs South-Africa-50Th-Match-Super-Eights-Group-2-1415750,West Indies,Gudakesh Motie,10,not out,Not_Out,4,7,1,0,57.14
T20I # 2720,West-Indies vs South-Africa-50Th-Match-Super-Eights-Group-2-1415750,South Africa,Quinton de Kock ,1,c Rutherford b Russell,Out,12,7,3,0,171.42
T20I # 2720,West-Indies vs South-Africa-50Th-Match-Super-Eights-Group-2-1415750,South Africa,Reeza Hendricks,2,c Pooran b Russell,Out,0,1,0,0,0
T20I # 2720,West-Indies vs South-Africa-50Th-Match-Super-Eights-Group-2-1415750,South Africa,Aiden Markram (c),3,c Mayers b Joseph,Out,18,15,2,0,120
T20I # 2720,West-Indies vs South-Africa-50Th-Match-Super-Eights-Group-2-1415750,South Africa,Tristan Stubbs,4,c Mayers b Chase,Out,29,27,4,0,107.4
T20I # 2720,West-Indies vs South-Africa-50Th-Match-Super-Eights-Group-2-1415750,South Africa,Heinrich Klaasen,5,c Pooran b Joseph,Out,22,10,3,1,220
T20I # 2720,West-Indies vs South-Africa-50Th-Match-Super-Eights-Group-2-1415750,South Africa,David Miller,6,b Chase,Out,4,14,0,0,28.57
T20I # 2720,West-Indies vs South-Africa-50Th-Match-Super-Eights-Group-2-1415750,South Africa,Marco Jansen,7,not out,Not_Out,21,14,1,1,150
T20I # 2720,West-Indies vs South-Africa-50Th-Match-Super-Eights-Group-2-1415750,South Africa,Keshav Maharaj,8,c Joseph b Chase,Out,2,6,0,0,33.33
T20I # 2720,West-Indies vs South-Africa-50Th-Match-Super-Eights-Group-2-1415750,South Africa,Kagiso Rabada,9,not out,Not_Out,5,3,1,0,166.66
T20I # 2719,England vs United-States-Of-America-49Th-Match-Super-Eights-Group-2-1415749,United States of America,Steven Taylor,1,c Ali b Curran,Out,12,13,2,0,92.3
T20I # 2719,England vs United-States-Of-America-49Th-Match-Super-Eights-Group-2-1415749,United States of America,Andries Gous ,2,c Salt b Topley,Out,8,5,0,1,160
T20I # 2719,England vs United-States-Of-America-49Th-Match-Super-Eights-Group-2-1415749,United States of America,Nitish Kumar,3,b Rashid,Out,30,24,1,2,125
T20I # 2719,England vs United-States-Of-America-49Th-Match-Super-Eights-Group-2-1415749,United States of America,Aaron Jones (c),4,b Rashid,Out,10,16,2,0,62.5
T20I # 2719,England vs United-States-Of-America-49Th-Match-Super-Eights-Group-2-1415749,United States of America,Corey Anderson,5,c Brook b Jordan,Out,29,28,0,1,103.57
T20I # 2719,England vs United-States-Of-America-49Th-Match-Super-Eights-Group-2-1415749,United States of America,Milind Kumar,6,c Buttler b Livingstone,Out,4,6,0,0,66.66
T20I # 2719,England vs United-States-Of-America-49Th-Match-Super-Eights-Group-2-1415749,United States of America,Harmeet Singh,7,c Jordan b Curran,Out,21,17,2,1,123.52
T20I # 2719,England vs United-States-Of-America-49Th-Match-Super-Eights-Group-2-1415749,United States of America,Shadley van Schalkwyk,8,not out,Not_Out,0,0,0,0,-
T20I # 2719,England vs United-States-Of-America-49Th-Match-Super-Eights-Group-2-1415749,United States of America,Ali Khan,9,b Jordan,Out,0,2,0,0,0
T20I # 2719,England vs United-States-Of-America-49Th-Match-Super-Eights-Group-2-1415749,United States of America,Nosthush Kenjige,10,lbw b Jordan,Out,0,1,0,0,0
T20I # 2719,England vs United-States-Of-America-49Th-Match-Super-Eights-Group-2-1415749,United States of America,Saurabh Netravalkar,11,b Jordan,Out,0,1,0,0,0
T20I # 2719,England vs United-States-Of-America-49Th-Match-Super-Eights-Group-2-1415749,England,Phil Salt,1,not out,Not_Out,25,21,2,0,119.04
T20I # 2719,England vs United-States-Of-America-49Th-Match-Super-Eights-Group-2-1415749,England,Jos Buttler (c),2,not out,Not_Out,83,38,6,7,218.42
T20I # 2717,Afghanistan vs Australia-48Th-Match-Super-Eights-Group-1-1415748,Afghanistan,Rahmanullah Gurbaz ,1,c Warner b Stoinis,Out,60,49,4,4,122.44
T20I # 2717,Afghanistan vs Australia-48Th-Match-Super-Eights-Group-1-1415748,Afghanistan,Ibrahim Zadran,2,c Marsh b Zampa,Out,51,48,6,0,106.25
T20I # 2717,Afghanistan vs Australia-48Th-Match-Super-Eights-Group-1-1415748,Afghanistan,Azmatullah Omarzai,3,b Zampa,Out,2,3,0,0,66.66
T20I # 2717,Afghanistan vs Australia-48Th-Match-Super-Eights-Group-1-1415748,Afghanistan,Karim Janat,4,c David b Cummins,Out,13,9,0,1,144.44
T20I # 2717,Afghanistan vs Australia-48Th-Match-Super-Eights-Group-1-1415748,Afghanistan,Rashid Khan (c),5,c David b Cummins,Out,2,5,0,0,40
T20I # 2717,Afghanistan vs Australia-48Th-Match-Super-Eights-Group-1-1415748,Afghanistan,Mohammad Nabi,6,not out,Not_Out,10,4,2,0,250
T20I # 2717,Afghanistan vs Australia-48Th-Match-Super-Eights-Group-1-1415748,Afghanistan,Gulbadin Naib,7,c Maxwell b Cummins,Out,0,1,0,0,0
T20I # 2717,Afghanistan vs Australia-48Th-Match-Super-Eights-Group-1-1415748,Afghanistan,Nangeyalia Kharote,8,not out,Not_Out,1,1,0,0,100
T20I # 2717,Afghanistan vs Australia-48Th-Match-Super-Eights-Group-1-1415748,Australia,Travis Head,1,b Naveen-ul-Haq,Out,0,3,0,0,0
T20I # 2717,Afghanistan vs Australia-48Th-Match-Super-Eights-Group-1-1415748,Australia,David Warner,2,c Noor Ahmad b Mohammad Nabi,Out,3,8,0,0,37.5
T20I # 2717,Afghanistan vs Australia-48Th-Match-Super-Eights-Group-1-1415748,Australia,Mitchell Marsh (c),3,c Mohammad Nabi b Naveen-ul-Haq,Out,12,9,2,0,133.33
T20I # 2717,Afghanistan vs Australia-48Th-Match-Super-Eights-Group-1-1415748,Australia,Glenn Maxwell,4,c Noor Ahmad b Gulbadin Naib,Out,59,41,6,3,143.9
T20I # 2717,Afghanistan vs Australia-48Th-Match-Super-Eights-Group-1-1415748,Australia,Marcus Stoinis,5,c Rahmanullah Gurbaz b Gulbadin Naib,Out,11,17,1,0,64.7
T20I # 2717,Afghanistan vs Australia-48Th-Match-Super-Eights-Group-1-1415748,Australia,Tim David,6,lbw b Gulbadin Naib,Out,2,4,0,0,50
T20I # 2717,Afghanistan vs Australia-48Th-Match-Super-Eights-Group-1-1415748,Australia,Matthew Wade ,7,c Karim Janat b Rashid Khan,Out,5,7,0,0,71.42
T20I # 2717,Afghanistan vs Australia-48Th-Match-Super-Eights-Group-1-1415748,Australia,Pat Cummins,8,b Gulbadin Naib,Out,3,9,0,0,33.33
T20I # 2717,Afghanistan vs Australia-48Th-Match-Super-Eights-Group-1-1415748,Australia,Ashton Agar,9,c Gulbadin Naib b Naveen-ul-Haq,Out,2,5,0,0,40
T20I # 2717,Afghanistan vs Australia-48Th-Match-Super-Eights-Group-1-1415748,Australia,Adam Zampa,10,c Mohammad Nabi b Azmatullah Omarzai,Out,9,7,1,0,128.57
T20I # 2717,Afghanistan vs Australia-48Th-Match-Super-Eights-Group-1-1415748,Australia,Josh Hazlewood,11,not out,Not_Out,5,7,0,0,71.42
T20I # 2716,Bangladesh vs India-47Th-Match-Super-Eights-Group-1-1415747,India,Rohit Sharma (c),1,c Jaker Ali b Shakib Al Hasan,Out,23,11,3,1,209.09
T20I # 2716,Bangladesh vs India-47Th-Match-Super-Eights-Group-1-1415747,India,Virat Kohli,2,b Tanzim Hasan Sakib,Out,37,28,1,3,132.14
T20I # 2716,Bangladesh vs India-47Th-Match-Super-Eights-Group-1-1415747,India,Rishabh Pant ,3,c Tanzim Hasan Sakib b Rishad Hossain,Out,36,24,4,2,150
T20I # 2716,Bangladesh vs India-47Th-Match-Super-Eights-Group-1-1415747,India,Suryakumar Yadav,4,c Litton Das b Tanzim Hasan Sakib,Out,6,2,0,1,300
T20I # 2716,Bangladesh vs India-47Th-Match-Super-Eights-Group-1-1415747,India,Shivam Dube,5,b Rishad Hossain,Out,34,24,0,3,141.66
T20I # 2716,Bangladesh vs India-47Th-Match-Super-Eights-Group-1-1415747,India,Hardik Pandya,6,not out,Not_Out,50,27,4,3,185.18
T20I # 2716,Bangladesh vs India-47Th-Match-Super-Eights-Group-1-1415747,India,Axar Patel,7,not out,Not_Out,3,5,0,0,60
T20I # 2716,Bangladesh vs India-47Th-Match-Super-Eights-Group-1-1415747,Bangladesh,Litton Das ,1,c Yadav b Pandya,Out,13,10,1,1,130
T20I # 2716,Bangladesh vs India-47Th-Match-Super-Eights-Group-1-1415747,Bangladesh,Tanzid Hasan,2,lbw b Kuldeep Yadav,Out,29,31,4,0,93.54
T20I # 2716,Bangladesh vs India-47Th-Match-Super-Eights-Group-1-1415747,Bangladesh,Najmul Hossain Shanto (c),3,c Arshdeep Singh b Bumrah,Out,40,32,1,3,125
T20I # 2716,Bangladesh vs India-47Th-Match-Super-Eights-Group-1-1415747,Bangladesh,Towhid Hridoy,4,lbw b Kuldeep Yadav,Out,4,6,0,0,66.66
T20I # 2716,Bangladesh vs India-47Th-Match-Super-Eights-Group-1-1415747,Bangladesh,Shakib Al Hasan,5,c Sharma b Kuldeep Yadav,Out,11,7,1,1,157.14
T20I # 2716,Bangladesh vs India-47Th-Match-Super-Eights-Group-1-1415747,Bangladesh,Mahmudullah,6,c Patel b Arshdeep Singh,Out,13,15,1,0,86.66
T20I # 2716,Bangladesh vs India-47Th-Match-Super-Eights-Group-1-1415747,Bangladesh,Jaker Ali,7,c Kohli b Arshdeep Singh,Out,1,4,0,0,25
T20I # 2716,Bangladesh vs India-47Th-Match-Super-Eights-Group-1-1415747,Bangladesh,Rishad Hossain,8,c Sharma b Bumrah,Out,24,10,1,3,240
T20I # 2716,Bangladesh vs India-47Th-Match-Super-Eights-Group-1-1415747,Bangladesh,Mahedi Hasan,9,not out,Not_Out,5,4,1,0,125
T20I # 2716,Bangladesh vs India-47Th-Match-Super-Eights-Group-1-1415747,Bangladesh,Tanzim Hasan Sakib,10,not out,Not_Out,1,1,0,0,100
T20I # 2713,West-Indies vs United-States-Of-America-46Th-Match-Super-Eights-Group-2-1415746,United States of America,Steven Taylor,1,c Chase b Russell,Out,2,7,0,0,28.57
T20I # 2713,West-Indies vs United-States-Of-America-46Th-Match-Super-Eights-Group-2-1415746,United States of America,Andries Gous ,2,c Hope b Joseph,Out,29,16,3,1,181.25
T20I # 2713,West-Indies vs United-States-Of-America-46Th-Match-Super-Eights-Group-2-1415746,United States of America,Nitish Kumar,3,lbw b Motie,Out,20,19,2,0,105.26
T20I # 2713,West-Indies vs United-States-Of-America-46Th-Match-Super-Eights-Group-2-1415746,United States of America,Aaron Jones (c),4,b Chase,Out,11,11,0,1,100
T20I # 2713,West-Indies vs United-States-Of-America-46Th-Match-Super-Eights-Group-2-1415746,United States of America,Corey Anderson,5,lbw b Chase,Out,7,15,0,0,46.66
T20I # 2713,West-Indies vs United-States-Of-America-46Th-Match-Super-Eights-Group-2-1415746,United States of America,Milind Kumar,6,run out (Motie/Russell),Out,19,21,1,0,90.47
T20I # 2713,West-Indies vs United-States-Of-America-46Th-Match-Super-Eights-Group-2-1415746,United States of America,Harmeet Singh,7,c Charles b Chase,Out,0,1,0,0,0
T20I # 2713,West-Indies vs United-States-Of-America-46Th-Match-Super-Eights-Group-2-1415746,United States of America,Shadley van Schalkwyk,8,c Charles b Russell,Out,18,17,3,0,105.88
T20I # 2713,West-Indies vs United-States-Of-America-46Th-Match-Super-Eights-Group-2-1415746,United States of America,Nosthush Kenjige,9,c Pooran b Joseph,Out,1,3,0,0,33.33
T20I # 2713,West-Indies vs United-States-Of-America-46Th-Match-Super-Eights-Group-2-1415746,United States of America,Ali Khan,10,not out,Not_Out,14,6,1,1,233.33
T20I # 2713,West-Indies vs United-States-Of-America-46Th-Match-Super-Eights-Group-2-1415746,United States of America,Saurabh Netravalkar,11,c Powell b Russell,Out,0,4,0,0,0
T20I # 2713,West-Indies vs United-States-Of-America-46Th-Match-Super-Eights-Group-2-1415746,West Indies,Shai Hope,1,not out,Not_Out,82,39,4,8,210.25
T20I # 2713,West-Indies vs United-States-Of-America-46Th-Match-Super-Eights-Group-2-1415746,West Indies,Johnson Charles,2,c Milind Kumar b Harmeet Singh,Out,15,14,2,0,107.14
T20I # 2713,West-Indies vs United-States-Of-America-46Th-Match-Super-Eights-Group-2-1415746,West Indies,Nicholas Pooran ,3,not out,Not_Out,27,12,1,3,225
T20I # 2712,England vs South-Africa-45Th-Match-Super-Eights-Group-2-1415745,South Africa,Reeza Hendricks,1,c Brook b Ali,Out,19,25,1,0,76
T20I # 2712,England vs South-Africa-45Th-Match-Super-Eights-Group-2-1415745,South Africa,Quinton de Kock ,2,c Buttler b Archer,Out,65,38,4,4,171.05
T20I # 2712,England vs South-Africa-45Th-Match-Super-Eights-Group-2-1415745,South Africa,Heinrich Klaasen,3,run out (Buttler),Out,8,13,1,0,61.53
T20I # 2712,England vs South-Africa-45Th-Match-Super-Eights-Group-2-1415745,South Africa,David Miller,4,c Brook b Archer,Out,43,28,4,2,153.57
T20I # 2712,England vs South-Africa-45Th-Match-Super-Eights-Group-2-1415745,South Africa,Aiden Markram (c),5,b Rashid,Out,1,2,0,0,50
T20I # 2712,England vs South-Africa-45Th-Match-Super-Eights-Group-2-1415745,South Africa,Tristan Stubbs,6,not out,Not_Out,12,11,1,0,109.09
T20I # 2712,England vs South-Africa-45Th-Match-Super-Eights-Group-2-1415745,South Africa,Marco Jansen,7,c Curran b Archer,Out,0,1,0,0,0
T20I # 2712,England vs South-Africa-45Th-Match-Super-Eights-Group-2-1415745,South Africa,Keshav Maharaj,8,not out,Not_Out,5,2,1,0,250
T20I # 2712,England vs South-Africa-45Th-Match-Super-Eights-Group-2-1415745,England,Phil Salt,1,c Hendricks b Rabada,Out,11,8,1,1,137.5
T20I # 2712,England vs South-Africa-45Th-Match-Super-Eights-Group-2-1415745,England,Jos Buttler (c),2,c Klaasen b Maharaj,Out,17,20,1,0,85
T20I # 2712,England vs South-Africa-45Th-Match-Super-Eights-Group-2-1415745,England,Jonny Bairstow,3,c Nortje b Maharaj,Out,16,20,1,0,80
T20I # 2712,England vs South-Africa-45Th-Match-Super-Eights-Group-2-1415745,England,Moeen Ali,4,c Maharaj b Baartman,Out,9,10,0,0,90
T20I # 2712,England vs South-Africa-45Th-Match-Super-Eights-Group-2-1415745,England,Harry Brook,5,c Markram b Nortje,Out,53,37,7,0,143.24
T20I # 2712,England vs South-Africa-45Th-Match-Super-Eights-Group-2-1415745,England,Liam Livingstone,6,c Stubbs b Rabada,Out,33,17,3,2,194.11
T20I # 2712,England vs South-Africa-45Th-Match-Super-Eights-Group-2-1415745,England,Sam Curran,7,not out,Not_Out,10,7,1,0,142.85
T20I # 2712,England vs South-Africa-45Th-Match-Super-Eights-Group-2-1415745,England,Jofra Archer,8,not out,Not_Out,1,2,0,0,50
T20I # 2711,Australia vs Bangladesh-44Th-Match-Super-Eights-Group-1-1415744,Bangladesh,Tanzid Hasan,1,b Starc,Out,0,3,0,0,0
T20I # 2711,Australia vs Bangladesh-44Th-Match-Super-Eights-Group-1-1415744,Bangladesh,Litton Das ,2,b Zampa,Out,16,25,2,0,64
T20I # 2711,Australia vs Bangladesh-44Th-Match-Super-Eights-Group-1-1415744,Bangladesh,Najmul Hossain Shanto (c),3,lbw b Zampa,Out,41,36,5,1,113.88
T20I # 2711,Australia vs Bangladesh-44Th-Match-Super-Eights-Group-1-1415744,Bangladesh,Rishad Hossain,4,c Zampa b Maxwell,Out,2,4,0,0,50
T20I # 2711,Australia vs Bangladesh-44Th-Match-Super-Eights-Group-1-1415744,Bangladesh,Towhid Hridoy,5,c Hazlewood b Cummins,Out,40,28,2,2,142.85
T20I # 2711,Australia vs Bangladesh-44Th-Match-Super-Eights-Group-1-1415744,Bangladesh,Shakib Al Hasan,6,c & b Stoinis,Out,8,10,0,0,80
T20I # 2711,Australia vs Bangladesh-44Th-Match-Super-Eights-Group-1-1415744,Bangladesh,Mahmudullah,7,b Cummins,Out,2,3,0,0,66.66
T20I # 2711,Australia vs Bangladesh-44Th-Match-Super-Eights-Group-1-1415744,Bangladesh,Mahedi Hasan,8,c Zampa b Cummins,Out,0,1,0,0,0
T20I # 2711,Australia vs Bangladesh-44Th-Match-Super-Eights-Group-1-1415744,Bangladesh,Taskin Ahmed,9,not out,Not_Out,13,7,1,0,185.71
T20I # 2711,Australia vs Bangladesh-44Th-Match-Super-Eights-Group-1-1415744,Bangladesh,Tanzim Hasan Sakib,10,not out,Not_Out,4,3,0,0,133.33
T20I # 2711,Australia vs Bangladesh-44Th-Match-Super-Eights-Group-1-1415744,Australia,David Warner,1,not out,Not_Out,53,35,5,3,151.42
T20I # 2711,Australia vs Bangladesh-44Th-Match-Super-Eights-Group-1-1415744,Australia,Travis Head,2,b Rishad Hossain,Out,31,21,3,2,147.61
T20I # 2711,Australia vs Bangladesh-44Th-Match-Super-Eights-Group-1-1415744,Australia,Mitchell Marsh (c),3,lbw b Rishad Hossain,Out,1,6,0,0,16.66
T20I # 2711,Australia vs Bangladesh-44Th-Match-Super-Eights-Group-1-1415744,Australia,Glenn Maxwell,4,not out,Not_Out,14,6,1,1,233.33
T20I # 2710,Afghanistan vs India-43Rd-Match-Super-Eights-Group-1-1415743,India,Rohit Sharma (c),1,c Rashid Khan b Fazalhaq Farooqi,Out,8,13,1,0,61.53
T20I # 2710,Afghanistan vs India-43Rd-Match-Super-Eights-Group-1-1415743,India,Virat Kohli,2,c Mohammad Nabi b Rashid Khan,Out,24,24,0,1,100
T20I # 2710,Afghanistan vs India-43Rd-Match-Super-Eights-Group-1-1415743,India,Rishabh Pant ,3,lbw b Rashid Khan,Out,20,11,4,0,181.81
T20I # 2710,Afghanistan vs India-43Rd-Match-Super-Eights-Group-1-1415743,India,Suryakumar Yadav,4,c Mohammad Nabi b Fazalhaq Farooqi,Out,53,28,5,3,189.28
T20I # 2710,Afghanistan vs India-43Rd-Match-Super-Eights-Group-1-1415743,India,Shivam Dube,5,lbw b Rashid Khan,Out,10,7,0,1,142.85
T20I # 2710,Afghanistan vs India-43Rd-Match-Super-Eights-Group-1-1415743,India,Hardik Pandya,6,c Azmatullah Omarzai b Naveen-ul-Haq,Out,32,24,3,2,133.33
T20I # 2710,Afghanistan vs India-43Rd-Match-Super-Eights-Group-1-1415743,India,Ravindra Jadeja,7,c Gulbadin Naib b Fazalhaq Farooqi,Out,7,5,1,0,140
T20I # 2710,Afghanistan vs India-43Rd-Match-Super-Eights-Group-1-1415743,India,Axar Patel,8,run out (Rahmanullah Gurbaz/Naveen-ul-Haq),Out,12,6,2,0,200
T20I # 2710,Afghanistan vs India-43Rd-Match-Super-Eights-Group-1-1415743,India,Arshdeep Singh,9,not out,Not_Out,2,2,0,0,100
T20I # 2710,Afghanistan vs India-43Rd-Match-Super-Eights-Group-1-1415743,Afghanistan,Rahmanullah Gurbaz ,1,c Pant b Bumrah,Out,11,8,1,1,137.5
T20I # 2710,Afghanistan vs India-43Rd-Match-Super-Eights-Group-1-1415743,Afghanistan,Hazratullah Zazai,2,c Jadeja b Bumrah,Out,2,4,0,0,50
T20I # 2710,Afghanistan vs India-43Rd-Match-Super-Eights-Group-1-1415743,Afghanistan,Ibrahim Zadran,3,c Sharma b Patel,Out,8,11,1,0,72.72
T20I # 2710,Afghanistan vs India-43Rd-Match-Super-Eights-Group-1-1415743,Afghanistan,Gulbadin Naib,4,c Pant b Kuldeep Yadav,Out,17,21,1,1,80.95
T20I # 2710,Afghanistan vs India-43Rd-Match-Super-Eights-Group-1-1415743,Afghanistan,Azmatullah Omarzai,5,c Patel b Jadeja,Out,26,20,2,1,130
T20I # 2710,Afghanistan vs India-43Rd-Match-Super-Eights-Group-1-1415743,Afghanistan,Najibullah Zadran,6,c Arshdeep Singh b Bumrah,Out,19,17,0,2,111.76
T20I # 2710,Afghanistan vs India-43Rd-Match-Super-Eights-Group-1-1415743,Afghanistan,Mohammad Nabi,7,c Jadeja b Kuldeep Yadav,Out,14,14,0,1,100
T20I # 2710,Afghanistan vs India-43Rd-Match-Super-Eights-Group-1-1415743,Afghanistan,Rashid Khan (c),8,c Jadeja b Arshdeep Singh,Out,2,6,0,0,33.33
T20I # 2710,Afghanistan vs India-43Rd-Match-Super-Eights-Group-1-1415743,Afghanistan,Noor Ahmad,9,c Sharma b Arshdeep Singh,Out,12,18,1,1,66.66
T20I # 2710,Afghanistan vs India-43Rd-Match-Super-Eights-Group-1-1415743,Afghanistan,Naveen-ul-Haq,10,c Pant b Arshdeep Singh,Out,0,1,0,0,0
T20I # 2710,Afghanistan vs India-43Rd-Match-Super-Eights-Group-1-1415743,Afghanistan,Fazalhaq Farooqi,11,not out,Not_Out,4,1,1,0,400
T20I # 2709,West-Indies vs England-42Nd-Match-Super-Eights-Group-2-1415742,West Indies,Brandon King,1,retired hurt,Out,23,13,3,1,176.92
T20I # 2709,West-Indies vs England-42Nd-Match-Super-Eights-Group-2-1415742,West Indies,Johnson Charles,2,c Brook b Ali,Out,38,34,4,1,111.76
T20I # 2709,West-Indies vs England-42Nd-Match-Super-Eights-Group-2-1415742,West Indies,Nicholas Pooran ,3,c Buttler b Archer,Out,36,32,4,1,112.5
T20I # 2709,West-Indies vs England-42Nd-Match-Super-Eights-Group-2-1415742,West Indies,Rovman Powell (c),4,c Wood b Livingstone,Out,36,17,0,5,211.76
T20I # 2709,West-Indies vs England-42Nd-Match-Super-Eights-Group-2-1415742,West Indies,Andre Russell,5,c Salt b Rashid,Out,1,2,0,0,50
T20I # 2709,West-Indies vs England-42Nd-Match-Super-Eights-Group-2-1415742,West Indies,Sherfane Rutherford,6,not out,Not_Out,28,15,1,2,186.66
T20I # 2709,West-Indies vs England-42Nd-Match-Super-Eights-Group-2-1415742,West Indies,Romario Shepherd,7,not out,Not_Out,5,7,1,0,71.42
T20I # 2709,West-Indies vs England-42Nd-Match-Super-Eights-Group-2-1415742,England,Phil Salt,1,not out,Not_Out,87,47,7,5,185.1
T20I # 2709,West-Indies vs England-42Nd-Match-Super-Eights-Group-2-1415742,England,Jos Buttler (c),2,lbw b Chase,Out,25,22,2,0,113.63
T20I # 2709,West-Indies vs England-42Nd-Match-Super-Eights-Group-2-1415742,England,Moeen Ali,3,c Charles b Russell,Out,13,10,2,0,130
T20I # 2709,West-Indies vs England-42Nd-Match-Super-Eights-Group-2-1415742,England,Jonny Bairstow,4,not out,Not_Out,48,26,5,2,184.61
T20I # 2708,South-Africa vs United-States-Of-America-41St-Match-Super-Eights-Group-2-1415741,South Africa,Quinton de Kock ,1,c Shayan Jahangir b Harmeet Singh,Out,74,40,7,5,185
T20I # 2708,South-Africa vs United-States-Of-America-41St-Match-Super-Eights-Group-2-1415741,South Africa,Reeza Hendricks,2,c Anderson b Netravalkar,Out,11,11,0,1,100
